Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
4752	-46.17751	-89.3648	43.18729	0.0018583	0.0279429	0.00151739	0.000394159	0.0498404	0.00284788	0.00536183	0.00135734	0.0017837	0.0067581	0.000530561	0.0216953	0.0097579	0.0264792	0.00212787	0.00344586	0.000996536	0.00338616	6.1384e-05	0.00539243	0.00884234	0.0122848	0.00348119	0.0250973	0.00864055	0.00117539	0.0250753	0.0259505	0.00297422	0.00922099	0.00662176	0.0138229	0.0101276	0.0305511	0.0107665	1.168684	0.8313158	0.524891	0.730259	0.906583	1.10304	1.36938	1.90516	0.4660645	0.7113263	0.00504743	0.0758971	0.00412147	0.0010706	0.135374	0.00773529	0.0145636	0.00368675	0.00484481	0.0183561	0.00144109	0.0589277	0.026504	0.0719216	0.00577963	0.0093595	0.00270675	0.00919732	0.000166729	0.0146467	0.0240172	0.0333675	0.00945544	0.0681681	0.0234691	0.00319254	0.0681083	0.0704856	0.00807844	0.0250457	0.0179857	0.0375451	0.0275081	0.0829814	0.0292435	0.873708	0.126292	0.873708	0.3681675
4788	-51.78845	-94.64194	42.85349	0.00130111	0.0030953	0.00066934	0.000461142	0.00477121	0.00437372	0.000163902	0.00098459	0.000112926	0.00634646	0.00356207	0.00108778	0.00251113	0.00554249	0.000293222	0.00127354	0.00245514	8.02151e-05	0.000425795	0.00465296	0.00655849	0.00130422	0.00233096	0.00499932	0.00395705	0.000642917	0.00830505	0.0021871	0.000886225	0.00464011	0.00455087	0.00173952	0.00184458	0.00331655	0.00195722	1.923585	0.07641469	0.112998	0.345287	0.717664	1.39341	2.89614	8.84969	1.576567	0.03972514	0.0139328	0.0331459	0.00716759	0.00493812	0.0510923	0.0468357	0.00175513	0.0105434	0.00120926	0.0679607	0.0381442	0.0116484	0.0268903	0.0593515	0.00313995	0.0136376	0.0262907	0.000858979	0.0045596	0.049826	0.0702313	0.0139662	0.0249609	0.053535	0.0423739	0.00688464	0.0889341	0.0234204	0.00949009	0.0496884	0.0487328	0.0186275	0.0197526	0.0355151	0.0209588	0.884999	0.115001	0.884999	0.09338423
4824	-51.51413	-94.06329	42.54917	0.00447132	0.0190894	0.00406273	0.00301373	0.0146379	0.00467244	0.00151342	0.00390573	0.00303423	0.0201362	0.000307355	0.000802784	0.00990334	0.0202055	0.000334821	0.00738822	0.000431995	0.000387087	0.00274363	0.00106878	0.00314006	0.00654232	0.00212847	0.00163356	0.0038077	0.00334426	0.00885467	0.00847616	0.00583412	0.00785662	0.00859706	0.0143917	0.00379643	0.0158002	0.00285808	1.548661	0.4513387	0.109351	0.339806	0.71409	1.40038	2.94285	9.14486	1.60029	0.291438	0.020401	0.0870979	0.0185367	0.0137505	0.0667873	0.0213186	0.00690518	0.0178204	0.013844	0.091874	0.00140235	0.0036628	0.0451852	0.0921899	0.00152766	0.0337097	0.00197103	0.00176613	0.0125181	0.00487644	0.0143269	0.0298501	0.0097114	0.00745331	0.0173731	0.0152586	0.0404005	0.0386735	0.0266189	0.0358468	0.0392251	0.0656641	0.0173217	0.0720905	0.0130403	0.902624	0.0973765	0.9026235	0.2191721
4860	-50.74538	-94.41322	43.66783	0.021731	0.0194505	1.62885e-05	0.0278889	0.00491564	0.00152678	0.0080559	0.0132764	0.0286535	0.056973	0.0383204	0.0161812	0.0260908	0.0578746	0.0061498	0.00409131	0.0214348	0.00070754	0.011737	0.00838462	0.00103484	0.0444364	0.030724	0.0314058	0.0174293	0.0158211	0.0417587	0.00769805	0.0511258	0.00982566	0.0180022	0.0469484	0.00298269	0.0944413	0.00959791	1.314732	0.6852682	0.787443	0.889991	0.964294	1.03703	1.12361	1.26993	0.1727876	0.5212229	0.0272765	0.0244141	2.04451e-05	0.0350058	0.00617006	0.0019164	0.0101117	0.0166645	0.0359656	0.0715119	0.0480994	0.0203105	0.0327489	0.0726436	0.00771917	0.00513537	0.0269048	0.000888097	0.0147321	0.0105243	0.00129891	0.0557761	0.0385645	0.0394202	0.021877	0.0198585	0.0524151	0.00966251	0.0641726	0.0123331	0.0225962	0.0589292	0.00374384	0.118542	0.0120472	0.953818	0.046182	0.953818	0.7966922
4896	-61.24823	-103.0507	41.80249	0.0309374	0.00516162	0.0136884	0.00339244	0.00911175	0.0528405	0.00359866	0.0103856	0.010032	0.00965588	0.00459468	0.0139939	0.0455404	0.0211138	0.0051085	0.00499494	0.00291503	0.017556	0.00379652	0.00740769	0.00639636	0.00309309	0.0078352	0.0110292	0.00447653	0.00202648	0.00651446	0.0280372	0.0236035	0.0135324	0.0266983	0.0169588	0.0450013	0.00214006	0.00252925	0.7981958	1.201804	0.207889	0.464841	0.787417	1.26997	2.15127	4.81027	1.135763	1.505651	0.0650358	0.0108506	0.0287753	0.00713151	0.0191545	0.11108	0.00756501	0.0218324	0.0210891	0.0202983	0.00965881	0.0294177	0.0957338	0.0443848	0.010739	0.0105002	0.00612791	0.0369057	0.00798095	0.0155723	0.0134463	0.00650221	0.0164709	0.0231853	0.00941045	0.00426001	0.0136945	0.0589391	0.0496186	0.0284474	0.0561246	0.0356503	0.0946006	0.00449878	0.00531693	0.829594	0.170406	0.8295938	0.475698
4932	-55.16286	-100.0331	44.87026	0.0122348	0.0263079	0.0152332	0.00890846	0.000700359	0.00831726	0.0184958	0.0227486	0.0126204	0.0501226	0.0168916	0.041159	0.0120163	0.0312135	0.0062876	0.00798544	0.00908648	0.00514883	0.00166093	0.00200448	0.0414764	0.0198033	0.0869532	0.0201507	0.00116442	0.00127297	0.0415332	0.00454524	0.00558136	0.0332368	0.00306098	0.000797534	0.00993859	0.00432337	0.0231234	1.905017	0.09498277	0.612675	0.787465	0.928167	1.07739	1.2699	1.63219	0.3542467	0.04985927	0.020186	0.0434049	0.0251329	0.0146979	0.00115551	0.0137225	0.0305158	0.0375325	0.0208221	0.0826962	0.0278691	0.0679074	0.0198255	0.0514984	0.0103738	0.013175	0.0149916	0.00849495	0.00274033	0.00330714	0.0684311	0.032673	0.143462	0.0332463	0.00192116	0.00210025	0.0685248	0.00749909	0.00920857	0.0548367	0.00505024	0.00131583	0.0163975	0.00713303	0.0381508	0.601175	0.398825	0.6011746	0.6061051
4968	-51.56958	-95.45895	43.88937	0.00808509	0.0166281	0.00447283	0.00740499	0.000312138	0.0202452	0.0113817	0.00842758	0.00051031	0.0257041	0.00262513	0.0337684	0.0254537	0.0436531	0.00444156	0.00732179	0.0201174	0.0171861	0.00442675	0.0119678	0.0365275	0.0411044	0.0635113	0.000229691	0.00359154	0.00978526	0.00376203	0.0100641	0.00221769	0.0244077	0.00447591	0.0233177	0.00716707	0.00242917	0.0119005	1.640973	0.3590265	0.374293	0.619233	0.861117	1.16128	1.6149	2.67171	0.710572	0.2187887	0.0155895	0.0320619	0.0086244	0.0142781	0.000601857	0.0390362	0.0219458	0.0162498	0.000983966	0.0495621	0.00506171	0.0651113	0.0490792	0.0841707	0.0085641	0.0141177	0.0387898	0.0331379	0.00853555	0.023076	0.0704314	0.0792564	0.122461	0.000442885	0.00692511	0.0188677	0.00725384	0.0194053	0.00427608	0.0470623	0.00863032	0.0449607	0.0138194	0.00468386	0.0229463	0.521014	0.478986	0.5210141	0.5186255
5004	-52.39008	-96.46506	44.07498	0.00223598	0.00905033	0.0106206	0.00324818	0.00203018	0.0125819	0.00114516	0.0144245	0.000898646	0.0209879	0.00538762	0.00676599	0.00467841	0.0276902	0.0017002	0.00422011	0.00587159	0.0192268	0.0117867	0.00375009	0.00432104	0.0339372	0.0171818	0.00987298	0.0154469	0.00115663	0.00953726	0.00540304	0.00919917	0.00229023	0.0545007	0.00363069	0.0107039	0.00336113	0.00276338	1.875399	0.1246015	0.240031	0.498603	0.804832	1.2425	2.0056	4.16613	1.03181	0.06643999	0.00635931	0.0257399	0.0302058	0.00923808	0.005774	0.0357841	0.00325694	0.0410244	0.00255582	0.0596913	0.0153228	0.019243	0.0133058	0.0787532	0.0048355	0.0120023	0.0166993	0.0546827	0.0335223	0.0106656	0.0122894	0.0965203	0.0488665	0.0280796	0.0439322	0.00328955	0.0271248	0.0153667	0.0261632	0.00651359	0.155005	0.010326	0.0304428	0.00955934	0.00785929	0.349926	0.650074	0.3499256	0.3516071
5040	-49.02961	-91.91841	42.88881	0.00355944	0.00240328	0.00911447	0.00368659	0.00149113	0.00516821	0.00141777	0.000182117	0.00736711	0.0107067	0.00615182	0.00279684	0.0127871	0.0199348	0.0060263	0.000498441	0.0115733	0.00322642	0.00231266	0.00203243	0.0145783	0.0241064	0.0502182	0.0297268	0.00150425	0.00179014	0.0141976	0.00144073	0.000302142	0.015257	0.00567601	0.017798	0.00764134	0.00117541	0.00560959	1.357025	0.6429749	0.2335	0.49194	0.801461	1.24772	2.03277	4.28265	1.051755	0.4738121	0.0117295	0.00791963	0.0300353	0.0121486	0.00491377	0.017031	0.00467203	0.000600136	0.0242771	0.0352821	0.0202723	0.00921654	0.0421379	0.065692	0.0198587	0.00164253	0.038138	0.0106321	0.00762101	0.00669753	0.0480403	0.0794389	0.165486	0.09796	0.004957	0.00589912	0.0467858	0.0047477	0.00099566	0.050277	0.0187044	0.0586506	0.0251808	0.00387336	0.0184855	0.362062	0.637938	0.3620617	0.303459
5076	-54.30854	-98.38789	44.07934	0.00600145	0.0133388	0.0126531	5.67823e-05	0.00506114	0.000713165	0.00601262	0.00336806	0.0127818	0.008219	0.0183116	0.00167064	0.000360055	0.0149933	0.00716181	0.007833	0.0250079	0.00756835	0.00954109	0.00106808	0.00657611	0.0297766	0.00598336	0.0253858	0.00361847	0.0194006	0.00301454	0.0289443	0.00138243	0.0207399	0.00495705	0.0198273	0.041407	0.0139082	0.00278967	1.452505	0.5474945	0.849185	0.923367	0.975433	1.02519	1.08299	1.1776	0.1182056	0.3769311	0.0154107	0.034252	0.0324912	0.000145808	0.0129962	0.00183129	0.0154394	0.00864863	0.0328216	0.021105	0.0470211	0.00428992	0.000924562	0.0385003	0.0183904	0.0201138	0.0642161	0.0194343	0.0244999	0.00274266	0.0168864	0.0764615	0.0153643	0.0651864	0.00929163	0.0498175	0.00774084	0.0743242	0.00354985	0.0532566	0.0127289	0.0509133	0.106326	0.035714	0.00716341	0.959336	0.0406641	0.9593359	0.3894331
5112	-45.50921	-89.66619	44.15698	0.00345086	0.00778677	0.00238065	0.0135	0.0115235	0.00398529	0.000151242	0.0305459	0.00640877	0.0218923	0.0006996	0.00458264	0.0153115	0.018016	0.0115743	0.00936632	0.00188281	0.00612598	0.0207084	0.0155734	0.00446201	0.0173806	0.0187107	0.0199318	0.0194185	0.00935538	0.0140396	0.0108056	0.0013716	0.0173654	0.0131455	0.00181827	0.037198	0.00498524	0.00720075	1.506429	0.4935715	0.811521	0.903161	0.968723	1.03229	1.10722	1.23225	0.1510097	0.3276435	0.00857025	0.0193386	0.00591238	0.0335275	0.0286187	0.00989751	0.000375611	0.0758612	0.0159163	0.0543698	0.00173747	0.0113811	0.0380262	0.044743	0.028745	0.0232614	0.00467597	0.015214	0.0514296	0.0386766	0.0110815	0.043165	0.0464684	0.0495009	0.0482262	0.0232342	0.0348675	0.0268359	0.00340638	0.0431273	0.0326471	0.0045157	0.0923817	0.0123809	0.0178832	0.725021	0.274979	0.7250212	0.4026554
5148	-48.00818	-91.58499	43.57681	0.00464856	0.0313652	0.0191848	0.00532642	0.00382604	0.0176794	0.00773397	0.0592905	0.00637298	0.0478967	0.0121993	0.0146169	0.0545656	0.0380731	0.0177087	0.0265443	0.0421309	0.0126067	0.0116748	0.0455103	0.0338662	0.0436392	0.085469	0.0303586	0.0618977	0.0547087	0.00914708	0.0223489	0.0398718	0.0435059	0.00259871	0.0260102	0.0197923	0.0449441	0.00356175	1.380016	0.6199839	0.752695	0.870616	0.957695	1.04417	1.14861	1.32856	0.2054204	0.4492584	0.00464542	0.0313441	0.0191719	0.00532283	0.00382345	0.0176674	0.00772875	0.0592505	0.00636868	0.0478644	0.0121911	0.0146071	0.0545288	0.0380474	0.0176968	0.0265264	0.0421025	0.0125982	0.0116669	0.0454796	0.0338434	0.0436097	0.0854113	0.0303381	0.0618559	0.0546718	0.00914091	0.0223339	0.0398449	0.0434765	0.00259696	0.0259926	0.0197789	0.0449137	0.00355935	0.936012	0.0639882	0.9360118	1.000675
5184	-53.0717	-95.86443	42.79273	0.0039013	0.0139345	0.00718128	0.000542723	0.00693719	0.0154644	0.0163202	0.00281201	0.00142656	0.00357174	0.00312674	0.0147296	0.0144405	0.00700359	0.0186383	0.00284316	0.00405958	0.00187803	0.005407	0.00237555	0.00354133	0.0090309	0.00828564	0.00587107	0.0155105	0.00986211	0.00930735	0.0141571	0.0180832	0.00218492	0.00319385	0.00922098	0.014375	0.00530451	0.00136059	1.087764	0.9122359	0.43456	0.666003	0.880902	1.1352	1.5015	2.30118	0.6026211	0.8386339	0.0141411	0.0505087	0.0260302	0.00196722	0.0251454	0.0560543	0.0591563	0.0101928	0.00517089	0.0129466	0.0113336	0.0533908	0.0523428	0.0253861	0.0675586	0.0103057	0.0147149	0.00680736	0.0195989	0.00861072	0.0128363	0.0327345	0.0300331	0.021281	0.0562214	0.0357474	0.0337366	0.0513157	0.0655465	0.00791972	0.0115768	0.0334235	0.0521054	0.0192274	0.00493176	0.891647	0.108353	0.8916466	0.275883
5220	-54.49573	-96.45878	41.96305	0.000759495	0.00196025	0.00590302	0.00117424	0.00576352	0.00105704	0.00215099	1.60286e-06	0.000417656	0.00116288	1.02131e-05	0.000400744	0.00152314	0.00849187	0.00143389	0.00160531	0.00260516	0.00159898	0.00316866	0.00497931	0.00563495	0.00193124	0.00550914	0.00582939	0.00345003	6.47963e-05	0.00605753	0.00156744	0.00905325	0.00110114	0.000118991	0.00118648	0.000519174	0.0117054	1.84759e-06	1.848843	0.1511569	0.0406064	0.209608	0.614175	1.6282	4.77081	24.6266	2.316589	0.08175756	0.00760265	0.0196224	0.0590901	0.0117543	0.0576936	0.0105811	0.0215317	1.60448e-05	0.00418079	0.0116406	0.000102234	0.00401151	0.0152468	0.0850048	0.0143534	0.0160694	0.026078	0.016006	0.0317187	0.0498436	0.0564066	0.019332	0.0551472	0.058353	0.0345353	0.00064862	0.0606367	0.0156903	0.0906242	0.0110225	0.00119111	0.0118768	0.00519701	0.117172	1.84947e-05	0.834091	0.165909	0.8340908	0.09989872
5256	-54.42235	-96.5826	42.16025	0.00127381	0.00100919	0.00391908	0.00574676	0.00839987	0.0393325	0.00436077	0.000129298	0.0217995	0.0350584	0.000991659	0.0265421	0.00386081	0.0326976	0.00176668	0.0172223	0.00603829	0.0139184	0.00916337	0.0302652	0.00831459	0.00430337	0.0410096	0.0171204	0.00609016	0.0096381	0.00617662	0.00620822	0.0155912	0.00215348	0.00213349	0.00181744	0.00711788	0.0514972	8.13334e-05	0.8366235	1.163377	0.304839	0.560247	0.83464	1.19812	1.78493	3.28042	0.8589856	1.390562	0.00287705	0.00227937	0.00885172	0.0129797	0.0189721	0.0888372	0.0098493	0.000292034	0.0492367	0.0791834	0.00223978	0.0599484	0.0087201	0.0738514	0.00399025	0.0388986	0.0136382	0.0314363	0.0206966	0.0683575	0.0187795	0.00971967	0.0926251	0.0386683	0.0137554	0.0217688	0.0139506	0.014022	0.0352146	0.00486388	0.00481873	0.00410489	0.0160766	0.116313	0.000183701	0.983581	0.0164192	0.9835808	0.4427486
5292	-50.66722	-94.13654	43.46932	0.0014127	0.0100052	0.00700059	0.0115172	0.040723	0.00705739	0.0465501	0.0153797	0.00379445	0.033758	0.00186808	0.00691502	0.0129655	0.0240302	0.0211056	0.0217579	0.0363692	0.0170814	0.0593072	0.0271642	0.0344877	0.0348797	0.00727281	0.0516743	0.000757227	0.0126738	0.00464442	0.0228864	0.0372446	0.00141843	0.00129929	0.0189698	0.0101339	0.00870398	0.0175686	1.456766	0.5432338	0.370674	0.616306	0.859845	1.163	1.62257	2.69779	0.7175972	0.3729039	0.00210732	0.0149247	0.0104428	0.0171802	0.0607464	0.0105275	0.0694386	0.0229419	0.00566017	0.0503567	0.00278662	0.0103151	0.0193406	0.0358458	0.0314831	0.0324561	0.0542518	0.0254803	0.0884684	0.0405207	0.0514451	0.05203	0.0108488	0.0770824	0.00112955	0.0189054	0.00692807	0.0341395	0.0555577	0.00211586	0.00193815	0.0282972	0.0151167	0.0129837	0.0262071	0.70921	0.29079	0.7092103	0.6703774
5328	-49.8429	-93.58396	43.74105	0.0096633	0.0289687	0.00491034	0.00895861	0.00540282	0.00779001	0.00600847	0.00259388	0.00207364	0.0140562	0.00775866	0.00253134	0.0064272	0.0374323	0.0185424	0.012631	0.0115099	0.00457359	0.00440974	0.0153508	0.00699789	0.0426121	0.0111831	0.0196702	0.0148839	0.012943	0.0126357	0.0169766	0.0108331	0.00443652	0.00127419	0.00858892	0.00584631	0.0108421	0.0393003	1.571472	0.4285279	0.376503	0.621014	0.861889	1.16024	1.61027	2.65602	0.7063149	0.272692	0.0224406	0.0672725	0.011403	0.0208041	0.0125467	0.0180904	0.0139532	0.00602365	0.00481551	0.0326421	0.0180175	0.00587841	0.0149256	0.0869272	0.04306	0.0293324	0.0267288	0.010621	0.0102405	0.0356484	0.0162508	0.098956	0.0259699	0.0456792	0.0345643	0.0300568	0.0293432	0.0394239	0.0251572	0.0103027	0.00295899	0.0199456	0.0135766	0.025178	0.0912651	0.818446	0.181554	0.8184462	0.4306166
5364	-57.04565	-98.54241	41.49676	0.00237294	0.000702863	0.000111193	0.00124577	0.000820565	0.00213294	0.00292502	0.00188914	0.00123979	0.00413835	0.0100413	0.000637076	0.00584591	0.00625851	0.000343593	5.76464e-05	0.00306598	0.00204126	0.00143032	0.0037563	0.00188187	0.00669669	0.000658298	0.00251966	0.00325649	0.00358704	0.00268883	0.00128604	0.00079118	0.00296511	0.000185682	0.00122477	0.00420734	0.00250387	0.00218592	1.67816	0.3218395	0.0434737	0.2167	0.620584	1.61139	4.61467	23.0024	2.267255	0.1917811	0.0270589	0.00801483	0.00126794	0.0142057	0.00935701	0.0243222	0.0333544	0.0215421	0.0141375	0.0471901	0.114502	0.00726466	0.0666616	0.0713665	0.00391803	0.000657349	0.0349618	0.0232768	0.0163101	0.0428336	0.0214592	0.0763632	0.00750665	0.028732	0.0371341	0.0409034	0.0306611	0.0146649	0.00902193	0.0338115	0.00211736	0.0139663	0.0479768	0.0285519	0.0249263	0.725942	0.274058	0.7259417	0.08769527
5400	-51.5058	-95.06177	43.55597	0.000555123	0.0078507	0.000579024	0.015051	0.023945	0.00243279	0.00433752	0.00782352	0.00116423	0.00272508	0.024314	0.00185499	0.0100105	0.0176768	0.00136902	0.000902948	0.0074593	0.0118732	0.0115343	0.0150279	0.00154356	0.00260638	0.0124564	0.00321904	0.00052885	0.00975269	0.00141419	0.00943691	0.0274054	0.00987057	0.00567967	0.0190234	0.00231563	0.0114047	0.00398026	1.811546	0.1884543	0.163248	0.413146	0.758982	1.31755	2.42045	6.12566	1.310552	0.1040296	0.00192001	0.0271534	0.00200268	0.0520572	0.0828189	0.00841433	0.0150023	0.0270594	0.00402673	0.00942529	0.0840953	0.00641587	0.0346235	0.0611389	0.00473506	0.00312304	0.0257996	0.0410661	0.0398938	0.0519771	0.00533873	0.00901473	0.0430832	0.0111338	0.00182914	0.0337318	0.0048913	0.0326396	0.0947876	0.0341395	0.0196444	0.0657966	0.00800912	0.0394455	0.0137666	0.538446	0.461554	0.5384459	0.2891245
5436	-49.04929	-93.14396	44.09468	0.00346751	0.0218697	0.0195267	0.0457611	0.0391862	0.0114222	0.0148381	0.0138993	0.00515416	0.0247456	0.0275894	0.00382691	0.0846938	0.0707106	0.00766107	0.0205371	0.00250025	0.048877	0.00878449	0.00587998	0.0108086	0.0867831	0.0205279	0.0271021	0.00891645	0.00768491	0.0156327	0.0730935	0.0684111	0.0470688	0.00848879	0.0213786	0.0174879	0.00934372	0.0193534	1.786092	0.2139084	0.435404	0.666633	0.881162	1.13486	1.50008	2.29672	0.6012187	0.1197634	0.00375673	0.0236938	0.0211554	0.049578	0.0424547	0.0123749	0.0160758	0.0150586	0.00558406	0.0268097	0.0298906	0.00414611	0.091758	0.0766085	0.00830007	0.0222501	0.00270879	0.0529537	0.00951719	0.00637042	0.0117101	0.0940215	0.0222402	0.0293626	0.00966016	0.0083259	0.0169366	0.0791902	0.0741172	0.0509947	0.00919683	0.0231617	0.0189466	0.0101231	0.0209677	0.68287	0.31713	0.6828698	0.9230126
5472	-53.0704	-96.38819	43.3178	0.00951399	0.0342313	0.0136957	0.00405445	0.00128924	0.00317776	0.00900465	0.0013954	0.00262409	0.0206957	0.0179422	0.00113291	0.00929956	0.01172	0.00628678	0.00382232	0.0306975	0.012559	0.0190076	0.0102165	0.00538745	0.00970211	0.0428075	0.00533981	0.00573878	0.00727804	0.0114507	0.00888462	0.0499049	0.0240898	0.00685241	0.0412313	0.000824471	0.00371457	0.0262773	1.001309	0.9986914	0.929569	0.965008	0.988949	1.01117	1.03626	1.07577	0.05280891	0.9973863	0.0201631	0.072547	0.0290255	0.00859265	0.0027323	0.00673467	0.0190837	0.00295729	0.00556129	0.0438608	0.0380251	0.002401	0.0197087	0.0248383	0.0133237	0.0081007	0.0650576	0.0266166	0.040283	0.021652	0.0114177	0.0205618	0.0907226	0.0113167	0.0121623	0.0154245	0.0242677	0.0188293	0.105764	0.0510539	0.0145224	0.0873822	0.00174731	0.00787235	0.0556898	0.916655	0.0833448	0.9166552	0.4718504
5508	-54.6357	-96.80963	42.17394	0.00262306	0.00769453	0.000856394	0.00696182	0.0085647	0.00128567	0.00143947	0.00219945	0.0014875	0.00837588	0.00903944	0.00763335	0.00295467	0.00563793	0.00345593	0.00197182	0.00355266	0.0031646	0.014796	0.00369387	0.00406605	0.00526666	0.0197831	0.00485437	0.000230996	0.00155697	0.00168629	0.00359261	0.0234619	0.00250355	0.00139664	0.00275404	0.000488633	6.3599e-05	0.00529393	1.298381	0.7016188	0.152093	0.399128	0.750852	1.33182	2.50546	6.57494	1.36173	0.5403797	0.0150415	0.044123	0.00491085	0.0399214	0.0491129	0.00737244	0.00825442	0.0126124	0.0085298	0.0480301	0.0518352	0.0437722	0.0169431	0.0323298	0.0198175	0.0113071	0.0203721	0.0181469	0.0848452	0.0211819	0.0233161	0.0302008	0.113443	0.0278366	0.00132461	0.00892818	0.00966974	0.0206012	0.134538	0.0143562	0.0080088	0.0157926	0.00280198	0.000364698	0.0303572	0.87139	0.12861	0.8713898	0.1743881
5544	-56.60015	-100.0888	43.48863	0.0159475	0.00290517	0.0294959	0.010694	0.0222802	0.026082	0.0122305	0.00175573	0.00917621	0.0321145	0.0551239	0.0575865	0.0171927	0.0619542	0.0411457	0.00455174	0.024292	0.0402116	0.00345547	0.0302302	0.0301401	0.0297248	0.0284324	0.01992	0.030335	0.00970097	0.0015298	0.0629043	0.00230042	0.0096456	0.0100144	0.0241841	0.0133274	0.00413751	0.0164616	1.444616	0.5553841	0.436574	0.667506	0.881522	1.1344	1.49811	2.29056	0.599277	0.3844511	0.0201565	0.00367192	0.0372807	0.0135164	0.0281605	0.0329657	0.0154584	0.00221912	0.0115981	0.0405904	0.0696727	0.0727852	0.0217304	0.0783056	0.0520053	0.00575307	0.0307033	0.0508246	0.00436747	0.0382088	0.0380949	0.03757	0.0359366	0.0251775	0.0383412	0.0122613	0.00193355	0.0795066	0.00290757	0.0121914	0.0126575	0.030567	0.0168449	0.00522952	0.0208062	0.840866	0.159134	0.8408661	0.791184
5580	-46.47087	-89.65238	43.18151	0.00596773	0.0306488	0.00560674	0.0184102	0.0213547	0.00272961	0.0155453	0.0210133	0.00281329	0.0132211	0.0218407	0.000963092	0.00811471	0.1021	0.0109217	0.000533072	0.00272023	0.000598862	0.00170856	0.00523248	0.0333113	0.0185773	0.0130176	0.0349349	5.96669e-06	0.0173292	0.0196604	0.0113123	0.00259767	0.0128137	0.00573525	0.0134183	0.00470247	0.00781222	0.00242864	1.182763	0.8172373	0.47354	0.694497	0.892492	1.12046	1.43989	2.11176	0.5405081	0.6909563	0.0121865	0.0625866	0.0114493	0.0375946	0.0436076	0.00557403	0.0317444	0.0429103	0.00574491	0.0269982	0.0446	0.00196669	0.0165707	0.208495	0.0223028	0.00108856	0.00555487	0.00122291	0.00348899	0.010685	0.0680237	0.037936	0.0265827	0.0713391	1.21844e-05	0.0353872	0.0401478	0.0231004	0.00530461	0.0261664	0.0117117	0.0274009	0.00960273	0.015953	0.00495943	0.903987	0.0960134	0.9039866	0.4897015
5616	-55.1806	-98.08665	42.90605	0.00283426	0.00251856	0.00270835	0.000125865	0.00375853	0.000539021	0.00191777	0.00436766	0.00180039	0.00395452	0.00349949	0.00409358	0.00338208	0.00618887	0.0011131	0.0014115	0.00563877	0.00227755	2.20544e-05	0.00152678	0.00459149	0.0020549	0.00129674	0.00476736	0.00137124	0.00379853	0.00134936	0.000545422	0.000202103	3.10235e-05	0.0059768	0.00243592	0.000192075	0.00055453	0.00449572	1.977413	0.02258744	0.122827	0.359622	0.726829	1.37584	2.7807	8.14152	1.516259	0.01142273	0.0324502	0.0288356	0.0310086	0.00144106	0.0430324	0.00617139	0.021957	0.0500065	0.0206132	0.0452763	0.0400665	0.0468685	0.0387223	0.070858	0.0127441	0.0161606	0.0645598	0.0260762	0.000252507	0.0174805	0.0525692	0.0235271	0.0148467	0.0545827	0.0156997	0.0434903	0.0154492	0.00624467	0.00231393	0.000355195	0.0684299	0.0278894	0.00219912	0.00634895	0.0514726	0.737847	0.262153	0.7378473	0.08734193
