Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
2160	-52.85841	-96.40547	43.54706	0.00636089	0.0201134	0.00468129	0.0222127	0.00170851	0.0104511	0.00274088	0.0230988	0.0163251	0.00422089	0.0431152	0.0216164	0.0686038	0.0184762	0.037735	0.00532479	0.000969975	0.0393288	0.0103928	0.00624823	0.0266806	0.0380875	0.0825431	0.010085	0.0399716	0.0320451	0.0234051	0.0223794	0.0117616	0.0123122	0.00961088	0.0117518	0.0273912	0.00242985	0.0484512	1.314939	0.685061	0.643838	0.806752	0.9352	1.06929	1.23954	1.55319	0.3183729	0.5209832	0.00834072	0.0263737	0.00613834	0.0291265	0.00224029	0.0137041	0.00359398	0.0302883	0.0214063	0.00553464	0.0565348	0.0283445	0.0899568	0.0242269	0.04948	0.00698213	0.00127188	0.0515699	0.0136276	0.008193	0.0349849	0.0499423	0.108235	0.0132239	0.0524127	0.0420192	0.0306899	0.029345	0.0154224	0.0161444	0.0126023	0.0154096	0.0359167	0.00318614	0.0635317	0.767082	0.232918	0.7670816	0.762631
2196	-59.41647	-103.6712	44.25476	0.00815532	0.0473577	0.0109781	0.0419185	0.0191778	0.0158285	0.025473	0.0209711	0.00292093	0.0206972	0.00671725	0.0197993	0.00393161	0.0317297	0.00209242	0.028076	0.0126592	0.0128596	0.0105712	0.0141668	0.0241645	0.00158965	0.00573725	0.0131072	0.000423637	0.0157166	0.00790145	0.0164203	0.00749211	0.0154741	0.0167097	0.0241276	0.00915651	0.0411742	0.0185668	1.887995	0.1120048	0.275453	0.533224	0.821866	1.21674	1.87538	3.63038	0.9322805	0.05932473	0.0142118	0.0825274	0.0191308	0.0730488	0.0334199	0.0275834	0.0443902	0.0365449	0.00509013	0.0360678	0.0117057	0.034503	0.00685138	0.0552933	0.00364633	0.0489263	0.0220604	0.0224096	0.0184218	0.0246876	0.0421099	0.00277019	0.00999794	0.0228412	0.000738246	0.0273884	0.0137694	0.0286146	0.013056	0.0269657	0.029119	0.0420457	0.0159565	0.0717516	0.0323551	0.842962	0.157038	0.8429622	0.5738429
2232	-64.37211	-107.3212	42.94913	0.00571394	0.00306245	0.00610965	0.0100994	0.0225514	0.00132809	0.0119426	0.0119825	0.00721322	0.048312	0.00907194	0.000736956	0.0257461	0.00362189	0.0117003	0.0163929	0.0151516	0.0126433	0.00868394	0.00790608	0.00992947	0.00148096	0.00792757	0.0163922	0.0195531	0.0058848	0.0129554	0.0172598	0.0112479	1.87107e-05	0.00870284	0.00604423	0.0309817	0.00900452	0.0176266	1.494823	0.5051767	0.15632	0.404501	0.753991	1.32628	2.47218	6.39713	1.341907	0.3379508	0.0137692	0.00737974	0.0147228	0.024337	0.0543434	0.00320037	0.0287788	0.0288749	0.0173821	0.11642	0.0218611	0.00177588	0.0620417	0.00872787	0.0281948	0.0395029	0.0365117	0.0304673	0.0209262	0.0190517	0.0239276	0.00356875	0.0191035	0.0395011	0.0471183	0.0141809	0.0312193	0.0415919	0.0271046	4.50882e-05	0.0209717	0.0145651	0.0746584	0.0216987	0.0424758	0.469826	0.530174	0.4698255	0.4149801
2268	-53.61762	-95.87336	42.25574	0.00114148	0.00315823	0.00803546	0.0148658	0.032307	0.00687278	0.013601	0.00228582	0.00791511	0.0135101	0.0112747	0.00106372	0.0261559	0.0174359	0.00345352	0.0145521	0.000789093	0.0020132	0.00673125	0.0116861	0.00424031	0.00153639	0.00386669	0.00914337	0.00916339	0.010649	0.00614912	0.0130589	0.0276938	2.38213e-05	0.0103369	0.000546043	0.0199078	0.0300867	0.00549181	1.03435	0.96565	0.210716	0.467914	0.789038	1.26737	2.13715	4.74572	1.125994	0.9335814	0.00325448	0.00900443	0.0229099	0.0423838	0.0921103	0.019595	0.0387777	0.0065171	0.0225667	0.0385185	0.0321453	0.00303277	0.0745729	0.0497116	0.00984633	0.0414894	0.00224978	0.00573982	0.0191914	0.0333183	0.0120895	0.00438039	0.0110243	0.0260686	0.0261257	0.0303614	0.0175317	0.0372322	0.0789576	6.79169e-05	0.0294715	0.00155682	0.0567591	0.08578	0.0156577	0.952887	0.0471132	0.9528868	0.3507422
2304	-48.5403	-91.50292	42.96261	0.00266477	0.00396129	0.027021	0.00862272	0.00799716	0.00686228	0.00967123	0.00172802	0.00618649	0.00299621	0.00151918	0.00653488	0.00485932	0.0196702	0.000205857	0.0238466	0.00229687	0.00918565	0.0030227	0.00153401	0.0166436	0.00100863	0.00864182	0.00717268	0.025644	0.00679908	0.0142987	0.00378899	0.0272888	9.82784e-05	0.00688038	0.00822814	0.010382	0.00728713	0.00510266	1.373455	0.6265447	0.249583	0.508183	0.809625	1.23514	1.9678	4.00669	1.003594	0.4561814	0.00889289	0.0132197	0.0901749	0.0287758	0.0266882	0.0229009	0.032275	0.00576676	0.0206456	0.00999899	0.00506983	0.0218083	0.0162166	0.0656436	0.000686989	0.0795812	0.00766515	0.0306545	0.0100874	0.00511931	0.0555433	0.00336601	0.0288396	0.0239368	0.0855795	0.02269	0.0477176	0.0126447	0.0910684	0.000327976	0.0229613	0.0274591	0.0346469	0.0243187	0.0170287	0.753893	0.246107	0.7538933	0.2996512
2340	-49.69214	-94.09125	44.39911	0.0284172	0.0401031	0.0308996	0.0030321	0.0296713	0.0144801	0.000628445	0.0134601	0.00713958	0.0073959	0.0143191	0.00561631	0.00232907	0.0550885	0.000271423	0.0236132	0.0307167	0.0367977	0.000903698	0.0218977	0.0451903	0.0196696	0.0208038	0.00615915	0.0364009	0.0157961	0.0104659	0.000944401	0.0246412	0.000683597	0.00773902	0.0195678	0.00374311	0.0296712	0.0218432	1.880767	0.1192331	0.354977	0.603436	0.854203	1.17068	1.65718	2.81708	0.7488839	0.063396	0.0450994	0.0636455	0.0490392	0.0048121	0.0470899	0.0229807	0.000997373	0.0213618	0.0113309	0.0117377	0.0227252	0.00891336	0.00369635	0.0874282	0.000430762	0.0374753	0.048749	0.0583998	0.00143421	0.0347527	0.0717192	0.0312166	0.0330167	0.00977487	0.0577701	0.0250692	0.0166098	0.00149881	0.0391068	0.0010849	0.0122822	0.0310551	0.0059405	0.0470897	0.0346663	0.706544	0.293456	0.7065441	0.6301
2376	-60.94342	-104.6526	43.7092	0.00383788	0.0127982	0.0012388	0.00670605	0.0193084	0.000626312	0.00115402	0.00167543	0.000554196	0.0104669	0.00188601	0.00100113	0.00140976	0.0150721	0.00171086	0.000673201	0.00230247	0.00149717	0.0111588	0.00576949	0.0215007	0.00285378	0.000118293	0.00197736	0.00595325	0.00250053	0.0106336	0.00976548	0.00893945	0.00251872	0.00129952	0.00339756	0.00377787	0.00247504	0.00270859	1.691601	0.3083986	0.422377	0.65683	0.877099	1.14012	1.52246	2.36756	0.6231826	0.1823117	0.0211725	0.0706042	0.00683412	0.0369954	0.106519	0.00345519	0.00636641	0.0092429	0.00305735	0.0577432	0.0104046	0.00552296	0.00777724	0.0831488	0.00943835	0.00371387	0.0127021	0.00825947	0.0615599	0.0318287	0.118613	0.0157435	0.000652589	0.0109086	0.0328425	0.0137948	0.0586629	0.0538735	0.0493165	0.0138951	0.00716909	0.0187434	0.0208415	0.0136541	0.0149426	0.394158	0.605842	0.3941581	0.181267
2412	-53.93181	-98.44808	44.51627	0.0042113	0.00238285	0.0158984	0.00669051	0.00294591	0.0136799	0.000766572	0.000863916	0.00280337	0.0309994	0.0182825	0.0405257	0.00405067	0.029058	0.00438889	0.0231215	0.0151564	0.00065101	0.00210828	0.00363852	0.013537	0.025145	0.0373186	0.0262956	0.0273591	0.0142812	0.0204634	0.0337551	0.00439105	0.0231615	0.0049053	0.0489266	0.0095067	0.00716476	0.00876685	1.826093	0.1739069	0.49244	0.707881	0.897822	1.11381	1.41267	2.0307	0.5122087	0.09523442	0.00798804	0.00451981	0.0301562	0.0126906	0.00558783	0.0259482	0.00145404	0.00163868	0.00531745	0.0587999	0.0346784	0.0768696	0.00768334	0.0551174	0.00832489	0.0438571	0.0287487	0.00123484	0.003999	0.00690158	0.0256771	0.0476953	0.0707863	0.0498777	0.0518949	0.0270887	0.0388151	0.0640269	0.00832898	0.0439329	0.00930441	0.0928045	0.0180324	0.0135902	0.016629	0.917075	0.0829255	0.9170745	0.5272012
2448	-47.75185	-90.46956	42.71771	0.00302148	0.0204565	0.00145594	0.00185596	0.000116296	0.0221531	0.00588609	0.00644682	0.00726304	0.0250189	0.0203765	0.000767675	0.00704168	0.0180526	0.00271118	0.0159702	0.00465336	0.00262131	0.00571646	0.00100866	0.0115114	0.0264385	0.00863662	0.0127565	0.0201474	0.0410877	0.00317921	0.0396809	0.00302357	0.00283223	0.00603347	0.0195871	0.0149855	0.00679149	0.0163617	1.098981	0.9010189	0.319425	0.573165	0.840597	1.18963	1.7447	3.13062	0.8251897	0.8198676	0.00744855	0.0504294	0.00358919	0.0045753	0.000286692	0.0546117	0.0145104	0.0158927	0.0179048	0.0616766	0.050232	0.00189247	0.0173591	0.0445032	0.0066836	0.0393698	0.0114714	0.00646204	0.0140922	0.00248655	0.0283779	0.065176	0.021291	0.0314473	0.0496672	0.101289	0.00783738	0.0978213	0.00745369	0.006982	0.0148737	0.0482862	0.0369421	0.0167424	0.0403348	0.649204	0.350796	0.6492045	0.405647
2484	-48.9041	-93.03111	44.127	0.00121186	0.0028047	0.00542665	0.0333348	0.00446047	0.0106831	0.00337806	0.00295277	0.00200567	0.0134184	0.00226771	0.000369278	0.000228134	0.0266711	0.00456464	0.000530147	0.00500651	0.013164	0.0103378	0.00910723	0.0243626	0.0339448	0.00609671	0.0263798	0.00339098	0.0180952	0.0203386	0.0240714	0.0235424	0.0344504	0.010396	0.000353351	6.56428e-05	0.0344042	0.00386032	1.91179	0.08820966	0.212507	0.469849	0.790055	1.26574	2.12834	4.70572	1.119874	0.04613982	0.00291541	0.00674734	0.013055	0.0801942	0.0107306	0.0257005	0.00812667	0.00710356	0.00482509	0.032281	0.00545548	0.000888381	0.000548826	0.0641632	0.0109813	0.00127539	0.0120443	0.031669	0.0248698	0.0219095	0.0586096	0.0816617	0.014667	0.0634625	0.00815777	0.0435321	0.0489291	0.0579092	0.0566366	0.0828781	0.0250099	0.000850066	0.000157918	0.0827669	0.00928687	0.83973	0.16027	0.8397301	0.4156754
2520	-48.67221	-89.60551	40.93329	0.000984661	0.00462258	0.00916862	0.00539161	0.00495919	0.00348029	0.00156938	0.00687373	0.0028295	0.00253263	0.00266107	0.000595401	0.002475	0.00912271	0.00291085	0.00334006	0.0025122	0.00203622	0.00185394	0.0100547	0.00711944	0.0055741	0.00306688	0.00321108	0.000346142	0.00181114	0.000567606	0.00116635	0.00630502	0.00325905	0.00477516	0.000954258	0.00491081	0.00707843	0.000424467	0.9232875	1.076712	0.0985243	0.32296	0.702851	1.42278	3.09636	10.1498	1.675677	1.166172	0.00754274	0.0354101	0.0702338	0.041301	0.0379886	0.0266599	0.0120218	0.0526544	0.0216746	0.0194005	0.0203844	0.00456092	0.0189591	0.0698821	0.0222978	0.0255857	0.0192441	0.0155979	0.0142016	0.0770214	0.0545366	0.042699	0.023493	0.0245976	0.00265153	0.0138738	0.00434799	0.0089345	0.0482979	0.0249651	0.0365789	0.00730984	0.0376179	0.0542224	0.00325152	0.95364	0.0463603	0.9536397	0.1305443
2556	-52.32141	-96.15178	43.83037	0.00100288	0.0130265	0.0537141	0.0383134	0.0056491	0.0342401	0.0185259	0.00530234	0.0336165	0.0432646	0.00881935	0.00264579	0.0533129	0.0552512	0.0303617	0.0267789	0.0161816	0.0017188	0.000141522	0.0563908	0.000519403	0.13753	0.0151534	0.0238062	0.00902867	0.109363	0.0521945	0.0188631	0.00387058	0.0340523	0.0202484	0.033534	0.0180584	0.00108909	0.000708995	1.414104	0.5858964	0.946297	0.973439	0.991636	1.00843	1.02729	1.05675	0.0399123	0.4143235	0.00102725	0.013343	0.0550192	0.0392443	0.00578636	0.0350721	0.0189761	0.00543118	0.0344333	0.0443158	0.00903364	0.00271008	0.0546083	0.0565937	0.0310995	0.0274296	0.0165748	0.00176057	0.00014496	0.057761	0.000532024	0.140872	0.0155216	0.0243846	0.00924805	0.11202	0.0534627	0.0193214	0.00396463	0.0348797	0.0207404	0.0343488	0.0184972	0.00111556	0.000726222	0.753189	0.246811	0.7531886	0.9762782
2592	-53.25473	-97.40346	44.14874	0.00718823	0.00944544	0.0302588	0.0216317	0.00277644	0.00591536	0.00547026	0.00310153	0.00385485	0.012397	0.00922618	0.0315222	0.0184647	0.031013	0.016048	0.000227872	0.0081685	0.00809102	0.00357483	0.0136981	0.00436949	0.0446439	0.00754841	0.0100457	0.027104	0.0570655	0.0902963	0.047123	0.000927711	0.020032	0.000925092	0.0680093	0.0145043	0.000861758	0.00477986	1.859375	0.140625	0.273946	0.531799	0.82118	1.21776	1.88041	3.65036	0.9362483	0.07563023	0.0112262	0.0147514	0.0472565	0.0337832	0.00433608	0.00923827	0.00854314	0.00484379	0.00602028	0.0193609	0.0144089	0.0492295	0.0288372	0.0484343	0.0250629	0.000355878	0.0127571	0.0126361	0.00558296	0.0213929	0.00682402	0.0697222	0.0117887	0.0156887	0.0423295	0.0891216	0.14102	0.073594	0.00144885	0.0312848	0.00144476	0.106213	0.022652	0.00134584	0.00746491	0.647343	0.352657	0.6473433	0.6403102
2628	-58.18841	-101.5312	43.34275	0.0099328	0.0591794	0.0222897	0.00162661	0.00193231	0.00193501	0.00858616	0.00686001	0.00984232	0.0136387	0.00127672	0.0329961	0.004999	0.0162305	0.0439546	0.0125456	0.00734884	0.0116328	0.0493348	0.0164816	0.00210932	0.0352467	0.00363369	0.00806567	0.0511034	0.0624599	0.0904427	0.00565031	0.00033741	0.013535	0.00807773	0.0604417	0.105752	0.0173707	0.00791802	1.229496	0.7705045	0.630672	0.798663	0.932265	1.07266	1.25209	1.58561	0.3333129	0.6266834	0.0123425	0.0735361	0.027697	0.00202122	0.00240108	0.00240444	0.0106691	0.00852421	0.01223	0.0169474	0.00158645	0.0410007	0.00621173	0.0201679	0.0546178	0.0155891	0.00913163	0.0144548	0.0613032	0.02048	0.00262103	0.0437974	0.00451521	0.0100224	0.0635008	0.0776123	0.112384	0.00702104	0.000419264	0.0168185	0.0100373	0.0751046	0.131406	0.0215847	0.00983889	0.866297	0.133703	0.8662967	0.8047676
2664	-54.33866	-97.32152	42.98286	0.0276768	0.0164235	0.0190837	0.0330956	0.0162887	0.00506347	0.0296984	0.000754598	0.00842274	0.0306572	0.00090939	0.0426124	0.00634004	0.0943993	0.00617709	0.0125383	0.0350067	0.00941447	0.0309258	0.0405237	0.0151884	0.013419	0.00429358	0.000357028	0.0509342	0.112133	0.00789277	0.0222947	0.0603377	0.00493651	0.0286439	0.000518023	0.0186731	0.0667637	0.0535026	1.165998	0.8340023	0.520463	0.727248	0.905415	1.10447	1.37505	1.92137	0.4721907	0.7152692	0.0298917	0.0177379	0.020611	0.0357443	0.0175923	0.00546869	0.0320751	0.000814988	0.00909681	0.0331107	0.000982168	0.0460227	0.00684743	0.101954	0.00667144	0.0135418	0.0378083	0.0101679	0.0334008	0.0437668	0.0164039	0.0144929	0.00463719	0.000385601	0.0550105	0.121107	0.00852443	0.0240789	0.0651665	0.00533158	0.0309362	0.00055948	0.0201675	0.0721068	0.0577844	0.693025	0.306975	0.6930251	0.9259003
2700	-53.38441	-95.69517	42.31076	0.0338858	0.0114542	0.00491295	0.00343325	0.0143566	0.021537	0.039882	0.0201541	0.00850694	0.0347838	0.0226421	0.000208254	0.0175588	0.0403985	0.0266284	0.00930431	0.0208523	0.00829007	0.0139591	0.00120606	0.00727916	0.0396449	0.00314684	0.0106122	0.0674425	0.0166883	0.00431372	0.0120695	0.014182	0.00203096	0.0198896	0.0267071	0.0107091	0.0139129	0.0056706	0.7984883	1.201512	0.43082	0.663201	0.879745	1.13669	1.50784	2.32115	0.6088702	1.504733	0.05571	0.0188313	0.00807714	0.00564444	0.0236029	0.035408	0.0655679	0.0331343	0.0139858	0.0571862	0.0372247	0.00034238	0.0288676	0.0664172	0.0437785	0.0152967	0.0342822	0.0136293	0.0229494	0.00198282	0.0119673	0.0651782	0.00517356	0.017447	0.110879	0.0274364	0.00709197	0.0198428	0.023316	0.00333899	0.0326995	0.0439078	0.0176064	0.0228736	0.00932275	0.85179	0.14821	0.8517903	0.608254
2736	-49.4027	-93.3874	43.9847	0.0122707	0.0162513	0.0204932	0.00327135	0.023414	0.0272353	0.0117826	0.0100443	0.00734505	0.00834365	0.00626895	0.00473162	0.00327828	0.0423205	0.0132342	0.00162139	0.00367001	0.0317172	0.00910719	0.000285145	0.0154446	0.0113595	0.00242422	0.0109876	0.0303328	0.0120961	0.0135512	0.0283911	0.00385169	0.00680304	0.0381765	0.0301237	0.00681857	0.0235402	0.00092612	1.501429	0.4985712	0.62894	0.797593	0.931875	1.07311	1.25377	1.58998	0.3353015	0.3320645	0.0249653	0.0330639	0.0416942	0.00665567	0.0476365	0.0554112	0.0239721	0.0204354	0.0149438	0.0169755	0.0127544	0.00962664	0.00666978	0.0861026	0.0269253	0.00329877	0.00746676	0.0645298	0.0185289	0.000580138	0.0314225	0.0231113	0.00493217	0.0223546	0.0617132	0.0246099	0.0275704	0.0577627	0.0078364	0.013841	0.0776714	0.0612877	0.0138726	0.0478934	0.00188422	0.59426	0.40574	0.5942599	0.4915128
2772	-51.05636	-95.23722	44.18086	0.0156777	0.0696417	0.0112418	0.014849	0.0287442	0.00111439	0.00460363	0.0252577	0.00454866	0.00227561	0.00985788	0.000620493	0.0565837	0.0854906	0.022029	0.00295538	0.00487948	0.0305488	0.0143108	0.0117617	0.0203293	0.0214383	0.0111469	0.0149868	0.0847021	0.0148516	0.0421847	0.0259304	0.0126861	0.00457621	0.0394574	0.130072	0.0165999	0.0124048	0.000571973	1.689649	0.3103508	0.625561	0.7955	0.931111	1.07399	1.25707	1.59857	0.3391964	0.1836777	0.0180425	0.0801465	0.0129376	0.0170888	0.03308	0.00128248	0.00529804	0.0290676	0.00523479	0.00261886	0.0113448	0.000714089	0.0651188	0.098386	0.0253518	0.00340117	0.00561551	0.0351568	0.0164694	0.0135358	0.0233958	0.024672	0.0128282	0.0172474	0.0974786	0.0170919	0.0485478	0.0298417	0.0145997	0.00526648	0.0454091	0.149692	0.0191038	0.0142759	0.00065825	0.526479	0.473521	0.5264786	0.8689305
2808	-54.44297	-97.90506	43.46209	0.00110501	0.046108	0.0184244	0.0958318	0.0146009	0.00307078	0.00620378	0.0738532	0.0139068	0.0220312	0.00341537	0.000373172	0.00823703	0.0121402	0.000284803	0.027873	0.00474633	0.0128182	0.0182197	0.00146746	0.00951184	0.00485608	0.0104659	0.0143829	0.0896605	0.0522652	0.0727186	0.0152385	0.0188433	0.0129821	0.0956808	0.0244587	0.022184	0.00518276	0.00149192	1.388835	0.6111652	0.509705	0.719878	0.902542	1.10798	1.38912	1.96192	0.4872925	0.4400561	0.00132395	0.0552433	0.0220748	0.114819	0.0174938	0.00367919	0.00743293	0.0884857	0.0166621	0.0263963	0.00409205	0.000447109	0.00986903	0.0145455	0.000341231	0.0333955	0.00568672	0.0153578	0.0218296	0.00175821	0.0113964	0.00581821	0.0125396	0.0172325	0.107425	0.0626205	0.0871263	0.0182577	0.0225768	0.0155543	0.114638	0.0293047	0.0265794	0.00620962	0.00178752	0.782835	0.217165	0.782835	0.8346342
2844	-48.04823	-90.9325	42.88427	0.000179709	0.00415803	0.00289612	0.00230877	0.00939016	0.00030092	0.00514968	0.00568082	0.00357277	0.00742426	0.00565184	0.00414647	0.00221571	0.0131283	3.23435e-05	0.000767472	0.000840832	0.003449	0.00489163	0.000521965	0.00377675	0.00370232	0.00139924	0.00206453	0.0124207	0.00161935	0.00146178	0.00074812	0.00204024	0.00211753	0.00387808	0.0179299	0.00786777	0.00396984	0.00803824	1.53042	0.4695804	0.25532	0.513847	0.812429	1.23088	1.9461	3.91665	0.9871608	0.3068311	0.00120013	0.0277681	0.0193409	0.0154184	0.0627093	0.0020096	0.0343905	0.0379376	0.0238596	0.0495806	0.0377441	0.027691	0.0147969	0.0876733	0.000215997	0.00512533	0.00561524	0.0230331	0.0326672	0.00348579	0.0252219	0.0247248	0.00934439	0.0137873	0.0829475	0.0108143	0.00976203	0.00499609	0.0136251	0.0141412	0.0258986	0.119739	0.0525425	0.0265113	0.053681	0.290493	0.709507	0.2904934	0.1497411
2880	-48.14366	-92.5589	44.41524	0.00165878	0.0343948	0.0053493	0.00231616	0.0160638	0.0251346	0.00394374	0.00116943	0.00208502	0.00853448	0.015755	0.0115992	0.00250641	0.01962	0.0133776	0.0239122	0.00301455	0.0136335	0.0150529	0.00321759	0.00176999	0.0233227	0.0114404	0.00332716	0.00844135	0.0226754	0.00395174	0.0162697	0.0109989	0.00306351	0.012981	0.00415978	0.00020589	0.0109976	0.0046786	1.732136	0.2678635	0.627055	0.796426	0.931449	1.0736	1.25561	1.59476	0.3374711	0.1546434	0.00459977	0.0953762	0.0148335	0.00642266	0.0445447	0.0696977	0.0109359	0.00324281	0.00578171	0.023666	0.0436883	0.0321644	0.00695024	0.0544058	0.0370957	0.0663081	0.00835928	0.0378055	0.0417413	0.00892231	0.00490816	0.0646734	0.0317241	0.00922614	0.0234077	0.0628784	0.0109581	0.0451156	0.0304999	0.00849505	0.0359959	0.011535	0.00057093	0.0304961	0.0129737	0.756754	0.243246	0.7567543	0.3606229
2916	-58.34197	-101.8451	43.50312	0.0626639	0.0134687	0.0132585	0.0519394	0.00386618	0.00814773	0.00770728	0.000272465	0.0171862	0.020931	0.00718314	0.00861817	0.0426478	0.0725961	0.0104781	0.011345	0.0330245	0.0532588	0.010927	0.0164592	0.00542786	0.0129987	0.0854463	0.0338334	0.06357	0.124597	0.0442351	0.0578455	0.029487	0.00444832	0.0213894	0.00870079	0.0203592	0.000792234	0.0966275	1.569047	0.4309533	0.457966	0.683263	0.887962	1.12617	1.46357	2.18357	0.5646876	0.2746593	0.0582521	0.0125204	0.012325	0.0482826	0.00359398	0.00757409	0.00716465	0.000253282	0.0159762	0.0194574	0.00667741	0.00801141	0.0396452	0.0674849	0.0097404	0.0105463	0.0306994	0.0495091	0.0101577	0.0153003	0.00504571	0.0120835	0.0794304	0.0314514	0.0590943	0.115825	0.0411207	0.0537728	0.027411	0.00413514	0.0198835	0.00808821	0.0189258	0.000736457	0.0898244	0.677023	0.322977	0.6770232	1.075738
2952	-50.79206	-95.31583	44.52377	0.00290485	0.0315797	0.0110096	0.00209977	0.00248806	0.0408782	0.0301927	0.0235812	0.00324475	0.0030956	0.00191961	0.0141714	0.00503456	0.0366666	0.00178898	0.0313829	0.000785445	0.00553899	0.0032535	0.0459964	0.00700589	0.0265814	0.0278948	0.00656883	0.00920323	0.00306279	0.0264855	0.00428982	0.0279774	0.0117	0.00262047	0.00105679	0.0255974	0.00392636	0.0248176	1.62322	0.3767804	0.946632	0.973607	0.99169	1.00838	1.02711	1.05638	0.03965646	0.2321192	0.00573627	0.062361	0.0217408	0.00414646	0.00491323	0.0807229	0.0596221	0.0465662	0.00640747	0.00611295	0.0037907	0.0279845	0.00994185	0.0724062	0.00353274	0.0619724	0.00155103	0.010938	0.00642474	0.0908301	0.0138347	0.0524907	0.0550845	0.0129716	0.0181738	0.00604815	0.0523015	0.00847119	0.0552474	0.0231043	0.0051747	0.00208686	0.0505477	0.00775347	0.0490079	0.619743	0.380257	0.6197435	0.5064009
2988	-52.96707	-96.90209	43.93502	0.029136	0.0141588	0.00245477	0.0170329	0.0147332	0.00225299	0.00811808	0.00476284	0.00291095	0.0207467	0.0294657	0.00496609	0.0112307	0.0364568	0.0040174	0.00175617	0.000955115	0.00720716	0.00185935	0.0107722	0.00797566	0.0173727	0.00921514	0.0288443	0.0283723	0.000287475	0.00253328	0.00862943	0.051634	0.0473044	0.00405165	0.0364092	0.00498998	0.0402319	0.00762555	1.384307	0.6156934	0.799331	0.896519	0.966495	1.03467	1.11543	1.25105	0.1619533	0.4447667	0.05598	0.0272037	0.00471643	0.032726	0.0283074	0.00432874	0.0155976	0.00915101	0.00559291	0.0398614	0.0566136	0.00954153	0.0215779	0.0700458	0.00771878	0.0033742	0.0018351	0.0138474	0.00357244	0.0206971	0.0153239	0.0333788	0.0177054	0.0554197	0.0545128	0.000552337	0.00486729	0.01658	0.0992063	0.0908878	0.00778459	0.0699543	0.00958743	0.077299	0.0146512	0.731862	0.268138	0.7318616	0.5204709
3024	-56.26646	-98.95354	42.68707	0.0163241	0.0115359	0.0837207	0.00899723	0.048584	0.0870387	0.019038	0.0297405	0.0570096	0.0668851	0.0049774	0.0241407	0.03604	0.14666	0.0312355	0.0125358	0.000903142	0.106841	0.0102118	0.0550416	0.0200599	0.00644107	0.0293323	0.0349791	0.0253079	0.00828495	0.0132608	0.0232247	0.135195	0.00457064	0.0185019	0.0687087	0.0277433	0.0377738	0.173431	1.33231	0.66769	0.549244	0.746591	0.91286	1.09546	1.33942	1.82069	0.4332724	0.5011521	0.010998	0.00777204	0.0564051	0.0060617	0.0327325	0.0586405	0.0128264	0.020037	0.0384091	0.0450624	0.00335342	0.0162643	0.0242812	0.0988092	0.0210443	0.00844574	0.000608473	0.0719817	0.00687999	0.0370831	0.013515	0.00433954	0.019762	0.0235665	0.0170507	0.00558181	0.00893419	0.0156472	0.0910846	0.00307937	0.0124653	0.046291	0.0186915	0.0254493	0.116846	0.948028	0.0519719	0.9480281	1.484276
