Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
2232	-53.17439	-97.21371	44.03932	0.00586656	0.0217795	0.000414279	0.0020952	0.0277281	0.0114789	0.00389159	0.00104035	0.00259589	0.00131043	0.00231243	0.0261902	0.0168375	0.0232101	0.0013956	0.0165622	0.0305731	0.0133802	0.019909	0.00967171	0.0338722	0.0248435	0.00844485	0.00367978	0.00944555	6.20476e-05	0.00118912	0.00613392	0.00392518	0.000561489	0.0100019	0.0052952	0.0192279	0.00284716	0.0130808	1.533683	0.4663173	0.651519	0.811431	0.936889	1.06736	1.23239	1.53487	0.309798	0.3040507	0.0154037	0.0571861	0.00108777	0.00550132	0.0728052	0.03014	0.0102181	0.00273164	0.00681598	0.00344078	0.00607171	0.0687671	0.0442098	0.0609423	0.0036644	0.043487	0.0802753	0.0351322	0.0522747	0.0253948	0.0889376	0.0652311	0.0221735	0.00966192	0.024801	0.000162917	0.00312225	0.0161057	0.0103063	0.00147429	0.0262617	0.0139035	0.0504865	0.00747573	0.034346	0.983563	0.0164373	0.9835627	0.3808535
2268	-48.68349	-93.195	44.5115	0.0024414	0.00369632	0.00527599	0.00188791	0.0136003	0.0027029	0.00199547	0.00908165	0.00515248	0.00303746	0.00146233	0.00819776	0.00584506	0.0332557	0.00356469	0.0104701	0.00158539	0.000868904	0.00725865	0.00562701	0.018277	0.00172475	0.0212081	0.00141233	0.0173225	0.0115814	0.00640326	0.0123013	0.00410144	0.000370747	0.00492733	0.00292959	0.00076184	0.00263046	0.0280525	1.873092	0.1269075	0.520473	0.727255	0.905417	1.10446	1.37503	1.92133	0.4721759	0.06775295	0.0093536	0.0141615	0.0202136	0.00723304	0.0521059	0.0103555	0.00764513	0.034794	0.0197404	0.0116372	0.00560255	0.0314076	0.0223938	0.127411	0.0136572	0.0401133	0.006074	0.00332898	0.0278097	0.0215584	0.0700236	0.00660794	0.0812533	0.00541099	0.0663666	0.0443713	0.0245324	0.0471294	0.0157136	0.00142042	0.0188778	0.011224	0.00291879	0.0100779	0.107476	0.84235	0.15765	0.8423504	0.2610121
2304	-53.39411	-96.23328	42.83917	0.00376354	0.00566663	0.00853901	0.00135348	0.0109886	0.000219036	0.00419867	0.00214818	0.0015023	0.00857555	0.00359871	0.00717159	0.00249513	0.0164756	0.00303725	0.00153692	0.00431031	0.00494092	0.00701501	0.00488035	0.0045475	0.000334544	0.00715283	0.00301634	0.00958437	0.00464318	0.000369121	0.0315331	0.00440987	0.00154927	0.00732444	0.00625718	0.00150336	0.00302305	0.00696379	1.649658	0.3503419	0.13517	0.376816	0.737497	1.35594	2.65382	7.39807	1.447019	0.2123724	0.019337	0.0291151	0.0438733	0.00695416	0.0564594	0.0011254	0.0215727	0.0110373	0.0077188	0.0440611	0.0184901	0.0368475	0.01282	0.0846514	0.0156054	0.00789669	0.0221463	0.0253864	0.036043	0.0250752	0.023365	0.00171888	0.0367512	0.0154979	0.0492444	0.0238566	0.00189654	0.162016	0.0226579	0.00796012	0.0376329	0.0321493	0.00772427	0.0155324	0.0357799	0.699465	0.300535	0.6994651	0.1946288
2340	-54.14986	-97.8498	43.69994	0.00518747	0.0237028	0.0285896	0.0236873	0.0191627	0.0148914	0.0130004	0.00701337	0.0276354	0.0192115	0.0432148	0.0131838	0.0203187	0.0138855	0.0115367	0.0110063	0.00412396	0.00707941	0.00478681	0.0212743	0.0488806	0.00305649	0.00907494	0.000553616	0.0505143	0.00763472	0.0339976	0.0103672	0.00704012	6.48786e-05	0.00320171	0.044308	0.00631051	0.0126387	0.00318137	1.435214	0.5647862	0.51218	0.721581	0.903207	1.10717	1.38585	1.95244	0.4837896	0.3935206	0.00904817	0.0413432	0.049867	0.0413162	0.0334242	0.025974	0.0226758	0.012233	0.0482027	0.0335094	0.0753769	0.0229957	0.0354407	0.0242196	0.0201226	0.0191976	0.00719317	0.0123482	0.00834933	0.0371073	0.0852593	0.00533124	0.0158288	0.000965637	0.088109	0.0133167	0.0592999	0.0180828	0.0122796	0.000113164	0.00558454	0.0772836	0.011007	0.0220449	0.00554907	0.803526	0.196474	0.8035258	0.5733167
2376	-47.44138	-91.69257	44.25119	0.0227655	0.0994181	0.00304492	0.0102113	0.0407984	0.0401772	0.000748827	0.00824236	0.00958873	0.0161644	0.0054192	0.0170196	0.0010659	0.0226403	0.00334296	0.00379109	0.0102178	0.00736531	0.032583	0.0221414	0.0234226	0.0382558	0.00114068	0.0891688	0.0588256	0.0200126	0.0251319	0.0167289	0.107557	0.0449712	0.00283041	0.0205488	0.00245268	0.0552623	0.0594205	1.749865	0.2501349	0.625147	0.795243	0.931018	1.07409	1.25748	1.59962	0.3396746	0.1429453	0.024155	0.105486	0.00323077	0.0108346	0.0432886	0.0426294	0.000794532	0.00874543	0.010174	0.017151	0.00574996	0.0180584	0.00113096	0.0240221	0.003547	0.00402248	0.0108414	0.00781485	0.0345717	0.0234928	0.0248522	0.0405907	0.00121031	0.0946113	0.062416	0.0212341	0.0266658	0.0177499	0.114122	0.047716	0.00300316	0.021803	0.00260238	0.0586352	0.0630472	0.47891	0.52109	0.4789105	0.9424758
2412	-54.62287	-96.85618	42.23331	0.0101844	0.0219576	0.00147124	0.0620258	0.0423194	0.0261402	0.000583684	0.0149622	0.0136887	0.018525	0.0151854	0.00649644	0.00336351	0.0842157	0.00725296	0.00936165	0.0291453	0.00218	0.00767449	0.00332728	0.0222853	0.0629712	0.0248678	0.0372521	0.0148446	0.00797937	0.0134626	0.0218315	0.0413212	0.0552404	0.0319462	0.0137743	0.0160536	0.00235059	0.00927552	0.5717374	1.428263	0.975716	0.988082	0.996267	1.00375	1.01206	1.02489	0.01777544	2.49811	0.0134801	0.029063	0.00194733	0.0820972	0.0560138	0.0345991	0.000772562	0.0198039	0.0181183	0.0245196	0.0200993	0.00859867	0.00445193	0.111468	0.0096	0.012391	0.0385766	0.00288545	0.0101579	0.00440398	0.0294968	0.0833484	0.0329149	0.0493067	0.0196483	0.0105615	0.0178191	0.0288961	0.0546926	0.0731161	0.0422839	0.0182316	0.0212485	0.00311123	0.0122771	0.900179	0.0998211	0.9001789	0.7555171
2448	-49.06867	-93.02986	43.96119	0.00635536	0.0225414	0.0180293	0.0288389	0.00240954	0.00916812	0.00114556	0.00931287	0.0122049	0.0381833	0.0042223	0.0368348	0.00844007	0.070369	0.0275355	0.0133153	0.0151872	0.000238535	0.0118641	0.0158798	0.00939119	0.00324119	0.0723016	0.0200939	0.0267215	0.0680733	0.0151561	0.0137162	0.00222007	0.0165186	0.0301063	0.00980208	0.0158791	0.0455539	0.00321084	1.68283	0.31717	0.399598	0.639309	0.869732	1.14978	1.56419	2.50251	0.6632676	0.1884741	0.00902671	0.0320162	0.0256075	0.0409607	0.00342234	0.0130218	0.00162707	0.0132274	0.017335	0.0542329	0.00599706	0.0523176	0.0119877	0.0999472	0.0391095	0.0189122	0.0215709	0.000338799	0.0168509	0.0225545	0.0133386	0.00460356	0.102692	0.02854	0.0379533	0.0966866	0.0215266	0.0194815	0.00315323	0.0234619	0.0427609	0.0139222	0.0225536	0.0647016	0.00456045	0.669794	0.330206	0.6697941	0.7040619
2484	-54.73805	-96.54204	41.80399	0.00190822	0.00694615	0.000591443	0.0109976	0.00505856	0.00946281	0.00369875	0.00143502	0.00736878	0.00635693	0.000187144	2.32142e-05	0.000334232	0.0150564	0.00131768	0.00300079	0.00393334	0.00548296	0.00344956	0.0203412	0.000691643	0.0099515	0.00558219	0.00628167	0.00202376	0.00958184	0.00684964	0.0170745	0.00483619	0.00757049	0.00789477	0.00945956	0.00278205	0.00715517	0.000747919	1.200311	0.7996893	0.101975	0.328428	0.706542	1.41534	3.04481	9.80634	1.650787	0.6662352	0.00928872	0.0338121	0.002879	0.0535338	0.0246238	0.0460626	0.0180046	0.00698532	0.0358694	0.030944	0.000910968	0.000113001	0.00162696	0.0732907	0.00641412	0.0146071	0.0191465	0.0266897	0.0167916	0.099016	0.00336675	0.0484414	0.0271727	0.0305776	0.00985117	0.046642	0.0333423	0.0831145	0.0235414	0.0368512	0.0384298	0.0460468	0.0135423	0.0348296	0.00364068	0.935348	0.0646516	0.9353484	0.2054337
2520	-56.28612	-100.5714	44.28527	0.00492113	0.00874214	0.00730198	0.0114606	0.0574979	0.00268987	0.0226509	0.00443686	0.0119918	0.0125775	0.00482699	0.00708138	0.00427833	0.0389701	0.00536958	0.0060813	0.00294941	0.00941496	0.00331645	0.0178673	0.0203868	0.0395935	0.00159601	0.0340855	0.000455803	0.00894189	0.0535406	0.0144895	0.0264511	0.0307586	0.00532442	0.0357542	0.0199668	0.0556378	2.43171e-05	1.826413	0.1735873	0.364097	0.610948	0.857506	1.16617	1.6368	2.74652	0.7305426	0.09504278	0.00832069	0.0147813	0.0123462	0.0193777	0.0972178	0.00454806	0.0382983	0.00750187	0.0202758	0.0212661	0.00816152	0.0119733	0.00723383	0.065891	0.00907893	0.0102823	0.00498689	0.0159189	0.00560748	0.0302101	0.0344702	0.066945	0.00269854	0.0576321	0.000770676	0.015119	0.0905269	0.0244989	0.0447238	0.0520069	0.00900258	0.0604535	0.03376	0.0940728	4.11155e-05	0.836329	0.163671	0.8363287	0.5914333
2556	-62.82009	-104.4967	41.67657	0.00352162	0.0828151	0.0183557	0.0067775	0.0625189	0.00853191	0.0199934	0.0100265	0.0137781	0.0182622	0.0128969	0.00233922	0.00850895	0.0402196	0.00343882	0.0290201	0.00274112	0.00156108	0.000249214	0.0336879	0.0026846	0.0295157	0.00249282	0.0375869	0.0046665	0.00956327	0.02272	0.00556211	0.00600406	0.00896571	0.00950717	0.0248167	0.00874615	0.0212463	0.00674554	0.421576	1.578424	0.820074	0.907791	0.97027	1.03064	1.10157	1.2194	0.1434281	3.744104	0.00607105	0.142768	0.0316441	0.011684	0.107779	0.0147085	0.0344674	0.0172851	0.0237525	0.0314829	0.0222334	0.00403267	0.0146689	0.0693361	0.00592831	0.0500289	0.00472553	0.00269121	0.00042963	0.0580758	0.00462809	0.0508832	0.00429746	0.0647974	0.00804475	0.0164865	0.0391679	0.00958874	0.0103506	0.0154563	0.0163898	0.0427825	0.0150778	0.0366273	0.0116289	0.95913	0.0408703	0.9591297	0.5800675
2592	-58.21306	-100.6118	42.39875	0.00564099	0.0340234	0.00894135	0.0450752	0.00539038	0.00657082	0.00793469	0.0122184	0.00308911	0.00680272	0.00707416	0.0348091	0.0114939	0.0412748	0.00425021	0.00216276	0.0126255	0.00421977	0.00857926	0.00158544	0.00292587	0.0469669	0.0101488	0.018504	0.058097	0.0230755	0.0735066	0.016605	0.0281036	0.0310118	0.0204942	0.031557	0.00186191	0.00398623	0.00624476	1.025763	0.974237	0.254209	0.512756	0.81189	1.23169	1.95025	3.93377	0.9903133	0.949768	0.00885763	0.0534244	0.0140399	0.0707782	0.00846411	0.0103177	0.0124593	0.0191857	0.0048506	0.0106818	0.011108	0.0546581	0.0180481	0.0648108	0.00667379	0.00339603	0.0198249	0.00662599	0.0134714	0.00248949	0.00459428	0.0737487	0.0159359	0.0290555	0.0912254	0.0362338	0.115422	0.0260736	0.044129	0.0486955	0.0321805	0.0495516	0.00292362	0.00625929	0.00980569	0.744487	0.255513	0.7444872	0.6368509
2628	-55.07834	-99.21661	44.13827	0.00188819	0.0727715	0.0359797	0.00962401	0.00772542	0.00174038	0.0230042	0.0313417	0.0377772	0.000411399	0.0265075	0.0069472	0.0181216	0.0448759	0.0150896	0.00130949	0.0480713	0.0515671	0.00709968	0.0315888	0.0145378	0.0923229	0.0249027	0.0704591	0.00638073	0.00854058	0.112104	0.00617654	0.00773588	0.0162034	0.110049	0.0393838	0.0280956	0.0263813	0.00652574	1.589879	0.4101209	0.991967	0.996074	0.998774	1.00123	1.00394	1.0081	0.005831774	0.2579573	0.00180993	0.0697552	0.0344884	0.00922511	0.00740521	0.00166824	0.0220507	0.0300427	0.0362114	0.000394347	0.0254088	0.00665925	0.0173705	0.0430158	0.0144642	0.00125521	0.0460789	0.0494297	0.00680542	0.0302795	0.0139353	0.0884963	0.0238705	0.0675387	0.00611626	0.00818659	0.107458	0.00592054	0.00741524	0.0155318	0.105487	0.0377514	0.026931	0.0252879	0.00625526	0.856223	0.143777	0.8562232	1.04324
2664	-54.50277	-97.74482	43.24205	0.0775778	0.105442	0.013229	0.0168539	0.00304078	0.00220506	0.00695899	0.00492326	0.0113713	0.0559892	0.00812785	0.0115	0.0411231	0.0267717	0.0428718	0.00867233	0.00499949	0.00255004	0.0528074	0.0124296	0.00240094	0.0938151	0.0793489	0.0510452	0.0236656	0.0271234	0.0284013	0.0174064	0.0132137	0.0890996	0.0163147	0.00299181	0.0258535	0.00359405	0.0168335	1.149121	0.8508794	0.859618	0.928882	0.977247	1.02328	1.07656	1.16331	0.1093765	0.7404613	0.077535	0.105384	0.0132217	0.0168445	0.00303911	0.00220384	0.00695515	0.00492055	0.011365	0.0559583	0.00812336	0.0114936	0.0411004	0.0267569	0.0428481	0.00866754	0.00499673	0.00254863	0.0527782	0.0124227	0.00239962	0.0937633	0.0793051	0.0510171	0.0236525	0.0271085	0.0283856	0.0173968	0.0132064	0.0890504	0.0163057	0.00299016	0.0258392	0.00359206	0.0168242	0.949225	0.050775	0.949225	1.000552
2700	-59.0434	-102.6146	43.5712	0.0110409	0.0243394	0.0793773	0.00234791	0.0119898	0.00365883	0.024147	0.00190777	0.00631752	0.0121853	0.000385953	0.00175548	0.0133759	0.0267172	0.00657775	0.00133943	0.0162979	0.0148011	0.000752075	0.0103065	0.0655648	0.0322288	0.0531549	0.0101626	0.0347162	0.0180278	0.0772365	0.00575507	0.0113938	0.0398906	0.00760808	0.0147099	0.0458624	0.0076796	0.000527756	1.551502	0.448498	0.336858	0.588213	0.847421	1.18005	1.70006	2.96861	0.7867666	0.2890734	0.0159059	0.0350641	0.114353	0.00338247	0.0172729	0.00527103	0.0347869	0.00274839	0.00910122	0.0175545	0.000556016	0.00252901	0.0192697	0.0384896	0.00947612	0.00192962	0.0234792	0.021323	0.00108346	0.0148478	0.0944548	0.0464299	0.0765766	0.0146406	0.0500133	0.0259714	0.111269	0.00829094	0.0164143	0.0574676	0.0109604	0.0211915	0.0660709	0.0110635	0.000760302	0.62139	0.37861	0.62139	0.6941398
2736	-52.52504	-95.49017	42.96513	0.00871674	0.011351	0.0038157	0.0265968	0.00855758	0.0209746	0.0305891	0.000939138	0.0027401	0.00754852	0.00164385	0.00740434	0.000269353	0.0377363	0.00641684	0.00297612	0.00225502	0.00225401	0.00223599	0.00679887	0.00487682	0.0352175	0.0114785	0.00718373	0.0429182	0.0104099	0.0130931	0.0155723	0.017007	0.0161888	0.00196609	0.0073617	0.00994949	0.0205642	0.00600127	1.12095	0.8790501	0.422801	0.657152	0.877233	1.13995	1.52172	2.36518	0.6224565	0.7842011	0.0211773	0.0275772	0.00927022	0.0646167	0.0207906	0.0509577	0.074316	0.00228163	0.00665704	0.0183391	0.00399371	0.0179888	0.00065439	0.0916801	0.0155897	0.00723045	0.00547856	0.0054761	0.00543233	0.0165178	0.0118482	0.0855606	0.0278869	0.0174528	0.104269	0.0252909	0.0318095	0.0378328	0.0413185	0.0393305	0.0047766	0.0178852	0.0241722	0.0499605	0.01458	0.923596	0.0764044	0.9235956	0.4116086
2772	-46.26594	-90.46885	44.20291	0.0158773	0.0142187	0.0397313	0.011677	0.0303909	0.000520228	0.0147397	0.0178092	0.00452742	0.0268449	0.0232213	0.00657858	0.00148122	0.0785819	0.00676759	0.00898474	0.00793106	0.0119089	0.00649768	0.0248102	0.00921447	0.0507543	0.0293615	0.00585366	0.00567439	0.00979059	0.00763761	0.034465	0.0442512	0.00730609	0.00325606	0.0211745	0.0115784	0.0017765	0.0422754	1.645534	0.3544663	0.595108	0.776372	0.924068	1.08217	1.28804	1.68037	0.3752818	0.2154112	0.0249067	0.0223049	0.0623266	0.0183177	0.0476743	0.000816084	0.0231223	0.0279374	0.00710218	0.0421116	0.0364273	0.0103198	0.0023236	0.123272	0.0106163	0.0140944	0.0124415	0.0186815	0.0101929	0.0389198	0.0144548	0.0796184	0.0460595	0.00918265	0.00890143	0.0153585	0.0119811	0.0540653	0.069417	0.0114611	0.00510779	0.0332165	0.0181631	0.0027868	0.0663175	0.74385	0.25615	0.7438502	0.6374694
2808	-47.12994	-89.46297	42.33303	0.0031831	0.0216215	0.0182094	0.0144513	0.0163639	0.00211344	0.0188136	0.00411684	0.00142606	0.00888056	0.00429059	0.00109924	0.00375012	0.0200189	0.00143789	0.00706186	0.000501787	0.00446012	0.00946853	0.01277	0.0109943	0.0223897	0.032114	0.000321824	0.00737797	0.0184905	0.0100764	0.0168462	0.00852503	0.00699998	0.000804847	0.0134976	0.00291567	0.00934353	0.0167617	0.8971589	1.102841	0.345014	0.595116	0.850511	1.17576	1.68034	2.89843	0.7694677	1.22926	0.00905582	0.0615123	0.0518052	0.0411135	0.0465546	0.00601267	0.0535241	0.0117123	0.00405711	0.0252649	0.0122066	0.00312731	0.010669	0.056953	0.00409075	0.0200907	0.00142757	0.0126889	0.0269376	0.0363303	0.0312785	0.0636978	0.0913631	0.000915578	0.0209901	0.0526049	0.0286671	0.0479269	0.0242534	0.0199147	0.00228976	0.0384003	0.00829497	0.026582	0.0476865	0.837557	0.162443	0.8375572	0.3514981
2844	-52.39093	-94.99697	42.60604	0.000446323	0.00319153	0.000379225	0.00155859	0.00181987	0.000369053	0.00504465	0.00216027	0.00340941	0.00240543	0.0023174	0.00066139	0.00326161	0.00448833	1.56116e-05	0.00532269	0.00011172	0.00210136	0.0021933	0.0035286	0.00136012	0.0085427	0.000785041	0.000895842	0.00531012	0.0031527	0.00216756	0.00422202	0.00328769	0.00169092	0.00192974	0.00450659	0.00366765	0.000526565	0.0034867	1.978576	0.02142371	0.0788055	0.289633	0.67937	1.47195	3.45265	12.6895	1.837153	0.01082784	0.00494166	0.0353365	0.00419876	0.0172566	0.0201495	0.00408613	0.0558541	0.0239185	0.0377488	0.0266328	0.0256582	0.00732287	0.0361124	0.0496946	0.000172851	0.0589326	0.00123696	0.0232662	0.0242841	0.0390684	0.0150592	0.0945844	0.00869193	0.00991872	0.0587934	0.0349065	0.0239991	0.046746	0.0364011	0.0187218	0.0213659	0.0498967	0.040608	0.0058301	0.0386046	0.820647	0.179353	0.8206472	0.09031834
2880	-54.97759	-97.15397	42.17638	0.00479996	0.0106193	0.00208051	0.000412791	0.0305158	0.00148134	0.00945412	0.00434112	0.0055917	0.00681647	0.00422389	0.0112373	0.00500711	0.0337814	0.0109924	0.00257099	0.00195098	0.0244147	0.00341969	0.00229129	0.0400829	0.0589324	0.010828	0.00705332	0.0121183	0.0060998	0.0114658	0.0389991	0.0386318	0.0432099	0.0126717	0.00990597	0.0221127	0.00117511	0.0134303	1.194626	0.8053736	0.11433	0.347266	0.718944	1.39093	2.87963	8.74659	1.568093	0.6741635	0.00954799	0.0211238	0.0041385	0.000821115	0.0607013	0.00294664	0.018806	0.00863527	0.0111229	0.0135592	0.00840207	0.022353	0.00996004	0.0671972	0.0218658	0.00511416	0.00388086	0.0485653	0.00680238	0.00455779	0.079732	0.117227	0.0215389	0.0140303	0.0241055	0.0121336	0.0228075	0.0775762	0.0768456	0.0859522	0.0252062	0.0197048	0.0439861	0.0023375	0.0267153	0.823661	0.176339	0.8236607	0.5027198
2916	-54.15664	-97.02007	42.86343	0.00192584	0.00718287	0.000714596	0.000983338	0.00859907	0.0083267	0.000600172	0.000104705	0.00192495	0.00470001	0.000220036	0.000991059	0.00258439	0.0198113	0.0127605	0.00244838	0.00224065	0.0156694	0.00258128	0.00868118	0.00807218	0.0142896	0.0111516	0.00188847	0.00730807	0.00114996	0.00823032	0.00522189	0.00380775	0.0129596	0.00405088	0.000420443	0.000614816	0.00804845	0.00324092	1.687814	0.312186	0.125362	0.363223	0.729092	1.37157	2.75313	7.97688	1.501487	0.1849647	0.00995237	0.0371197	0.0036929	0.00508171	0.0444384	0.0430308	0.00310158	0.000541095	0.00994778	0.0242888	0.0011371	0.00512161	0.0133557	0.102381	0.0659439	0.0126528	0.0115793	0.0809767	0.0133396	0.0448627	0.0417155	0.0738461	0.0576293	0.00975926	0.0377667	0.00594277	0.0425328	0.0269858	0.0196777	0.0669728	0.0209342	0.00217277	0.00317725	0.0415929	0.0167485	0.770408	0.229592	0.770408	0.1935054
2952	-52.87046	-96.62037	43.74991	0.00399026	0.040581	0.0353124	0.0215888	0.0154418	0.0377208	0.0049943	0.00119292	0.00109225	0.00545012	0.00742184	0.00151318	0.0380646	0.113248	0.0134845	0.00789529	0.0283355	0.0196692	0.0124599	0.030042	0.105242	0.0208747	0.00567152	0.00640074	0.0317367	0.024464	0.0445615	0.0368426	0.0218073	0.0123743	0.00819997	0.0741412	0.00740002	0.0463404	0.0470434	1.382113	0.6178872	0.868503	0.933552	0.978777	1.02168	1.07118	1.15141	0.1019416	0.4470599	0.00427864	0.0435138	0.0378645	0.023149	0.0165578	0.040447	0.00535525	0.00127914	0.00117118	0.00584401	0.00795823	0.00162254	0.0408156	0.121433	0.014459	0.00846589	0.0303833	0.0210907	0.0133604	0.0322132	0.112848	0.0223833	0.00608141	0.00686333	0.0340304	0.0262321	0.047782	0.0395052	0.0233834	0.0132686	0.0087926	0.0794995	0.00793483	0.0496895	0.0504433	0.355532	0.644468	0.3555317	0.9325995
2988	-52.85041	-94.9095	42.05909	0.0142757	0.0272028	0.0153301	0.0090609	0.0309397	0.0133554	0.00556259	0.000966866	2.55533e-05	0.0220931	0.031298	0.0219807	0.0271373	0.0649136	0.013758	0.00459987	0.0323897	0.00748786	0.0250377	0.0131004	0.0106247	0.0109894	0.0128129	0.0186031	0.0143043	0.00317295	0.0231273	0.0319216	0.0205034	0.0127443	0.00603503	0.0376358	0.0203447	0.119097	0.0235435	0.6675846	1.332415	0.523562	0.729357	0.906233	1.10347	1.37107	1.90999	0.4678982	1.995875	0.0191369	0.0364661	0.0205504	0.0121464	0.0414755	0.0179033	0.00745679	0.00129611	3.42548e-05	0.0296164	0.0419558	0.0294657	0.0363782	0.0870184	0.0184429	0.00616625	0.0434193	0.0100377	0.0335637	0.0175615	0.0142427	0.0147316	0.017176	0.024938	0.0191752	0.00425342	0.0310028	0.0427917	0.0274854	0.0170841	0.00809012	0.0504518	0.0272726	0.159652	0.0315607	0.906343	0.0936574	0.9063426	0.7459756
3024	-51.83577	-94.52914	42.69337	0.00090924	0.00921304	0.000943442	0.00259374	0.00663683	0.00635571	0.000346913	0.00156009	0.00284327	0.00158075	0.00282911	0.00356949	0.00151467	0.00721535	0.005837	0.00045745	0.00142443	0.000866899	0.00454448	0.00576619	0.0136155	0.00482776	0.00245353	0.00168888	0.000664127	0.00128827	0.000970447	0.00244921	0.00910992	0.00157889	0.00376015	0.00247995	0.00458746	0.000232278	0.00542175	1.942936	0.05706394	0.0633812	0.260443	0.657224	1.52155	3.83961	15.7775	1.994649	0.02936995	0.00744447	0.0754325	0.00772451	0.0212365	0.0543395	0.0520379	0.00284037	0.0127734	0.0232795	0.0129425	0.0231636	0.0292255	0.0124015	0.0590763	0.0477909	0.0037454	0.0116626	0.0070978	0.0372083	0.0472111	0.111478	0.0395277	0.0200885	0.0138279	0.00543759	0.0105478	0.00794561	0.0200531	0.0745882	0.0129273	0.0307865	0.0203048	0.0375602	0.0019018	0.044391	0.694576	0.305424	0.6945756	0.1221362
3060	-56.18712	-100.1989	44.01182	0.00300699	0.0412576	0.0224691	0.0028454	0.0468628	0.0344094	0.000537342	0.00577129	0.0293595	0.0154138	0.0180681	0.00531183	0.0234862	0.0504512	0.0264723	0.019038	0.00917576	0.00543571	0.00086945	0.0517903	0.0519241	0.0693941	0.0418497	0.0216212	0.00531685	0.0429294	0.0200356	0.0140756	0.014656	0.0143571	0.00237017	0.00222862	0.0181338	0.00185392	0.00966246	1.860022	0.139978	0.244441	0.503049	0.807064	1.23906	1.98788	4.09097	1.018647	0.0752561	0.00405015	0.0555702	0.0302638	0.00383249	0.06312	0.0463464	0.000723751	0.00777341	0.0395445	0.0207609	0.024336	0.00715455	0.0316337	0.0679532	0.0356558	0.0256424	0.0123589	0.00732141	0.00117107	0.0697568	0.0699371	0.0934676	0.0563677	0.0291218	0.00716132	0.057822	0.0269862	0.0189585	0.0197403	0.0193377	0.00319241	0.00300175	0.0244246	0.00249706	0.0130145	0.834038	0.165962	0.834038	0.7424406
3096	-48.70369	-93.40559	44.7019	0.00180356	0.0163966	0.0254203	0.00540793	0.0309316	0.00249723	0.0325791	0.0120636	0.0117563	0.0125386	0.018357	0.0182108	0.00707086	0.0975562	0.00304825	0.000385765	0.021817	0.00921502	0.00536819	0.0392401	0.0584634	0.04933	0.000715938	0.0274722	0.0214824	0.00114968	0.00917026	0.00212365	0.0370116	0.0216011	0.00576407	0.0136011	0.0817474	0.00293961	0.00855057	1.737005	0.2629953	0.947425	0.974004	0.991816	1.00825	1.02669	1.05549	0.03905121	0.1514074	0.0025303	0.0230035	0.0356633	0.00758702	0.0433953	0.00350347	0.0457066	0.0169246	0.0164934	0.017591	0.0257538	0.0255487	0.00992001	0.136866	0.00427652	0.000541206	0.030608	0.0129282	0.00753127	0.0550516	0.0820209	0.0692072	0.00100442	0.0385419	0.0301386	0.00161294	0.0128654	0.00297937	0.0519251	0.0303051	0.00808666	0.0190816	0.114687	0.0041241	0.011996	0.976308	0.0236917	0.9763083	0.7127872
