Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	rate01	rate10	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_loss	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	root_freqs[1]	root_freqs[2]	rtfq1	tree_length
360	-53.89769	-97.89946	44.00177	0.043886	0.0190917	0.00278016	0.0147073	0.0152848	0.0153491	0.0078467	0.00271155	0.0080877	0.000921683	0.0122351	0.0213012	0.0169445	0.0163927	0.0411277	0.0112897	0.0648894	0.0176108	0.0299927	0.000266682	0.00341883	0.0296435	0.00844551	0.0284862	0.00221683	0.0123875	0.0222641	0.0169288	0.00437943	0.0307192	0.016115	0.00786833	0.00103863	0.00830609	0.0060252	1.428194	0.5718064	0.788716	0.890693	0.964531	1.03677	1.12272	1.26788	0.1716196	0.4003704	0.0782337	0.034034	0.00495607	0.026218	0.0272476	0.0273622	0.013988	0.00483377	0.0144176	0.00164304	0.021811	0.0379727	0.0302062	0.0292226	0.0733166	0.0201257	0.115676	0.031394	0.0534666	0.000475403	0.0060946	0.0528441	0.0150554	0.0507812	0.00395185	0.0220827	0.0396892	0.0301783	0.00780703	0.0547618	0.0287275	0.0140265	0.00185153	0.0148069	0.0107409	0.841145	0.158855	0.8411449	0.5609604
396	-49.97002	-94.15459	44.18457	0.00315201	0.00704096	0.000696729	0.00120395	0.0122324	0.000920709	0.00236503	0.00923443	0.0211239	0.000548352	0.00278909	0.0062689	0.0090314	0.0322173	0.00650288	0.0108906	0.00822061	0.00436583	0.0067067	0.00353844	0.00951257	0.00946275	0.00954249	0.0315864	0.00502783	0.00207557	0.00789357	0.0233465	0.00771357	0.0193529	0.00201105	0.016628	0.010873	0.00148667	0.00111433	1.639833	0.3601675	0.650005	0.810511	0.936557	1.06774	1.23379	1.53845	0.3114807	0.2196367	0.0102779	0.0229588	0.00227186	0.00392578	0.0398867	0.00300221	0.0077118	0.0301112	0.0688797	0.00178804	0.00909453	0.0204413	0.0294492	0.105053	0.0212043	0.0355117	0.0268054	0.0142359	0.0218689	0.011538	0.0310182	0.0308557	0.0311157	0.102996	0.0163945	0.00676794	0.025739	0.0761273	0.0251521	0.0631052	0.00655753	0.05422	0.0354543	0.00484768	0.00363356	0.63967	0.36033	0.6396702	0.3066775
432	-53.61195	-97.46044	43.84849	0.0067154	0.00327948	0.00812379	0.00196684	0.0138138	0.00600091	0.000183871	0.0010586	0.0079942	0.0173853	0.0100657	0.0507874	0.0114681	0.0344878	0.000365365	0.00329633	0.0426454	0.00816647	0.00354338	0.0118716	0.0215072	0.00303331	0.022881	0.0255251	0.0336877	0.0147828	0.00129243	0.0021996	0.0177516	0.0264052	0.00494376	0.00741641	0.00761819	0.00488683	0.0354331	1.62693	0.3730696	0.368845	0.614821	0.859198	1.16388	1.62649	2.71117	0.7211742	0.2293089	0.01421	0.00693947	0.0171901	0.00416188	0.0292304	0.0126981	0.000389076	0.00224003	0.0169159	0.0367878	0.0212994	0.107467	0.0242669	0.0729771	0.000773121	0.00697511	0.0902387	0.0172805	0.00749788	0.0251205	0.0455099	0.00641857	0.0484167	0.0540119	0.0712839	0.0312808	0.00273482	0.00465442	0.0375627	0.0558742	0.0104611	0.0156933	0.0161203	0.0103407	0.0749774	0.327039	0.672961	0.3270386	0.4725841
468	-49.41666	-92.79577	43.3791	0.0169926	0.0162464	0.00483466	0.00138953	0.0224776	0.0294614	0.0261602	0.0139865	0.015154	0.0676317	0.00939965	0.00753557	0.0420602	0.0575645	0.00036876	0.00412271	0.0576176	0.00427401	0.0179325	0.022094	0.0583688	0.000903308	0.0660591	0.00446407	0.022089	0.091418	0.0320818	0.0114154	0.0505969	0.00217218	0.00953915	0.00897338	0.0828536	0.0104144	0.0218302	1.288779	0.7112209	0.643078	0.806287	0.935032	1.06948	1.24025	1.55502	0.3192267	0.5518563	0.0186633	0.0178437	0.00530999	0.00152614	0.0246875	0.032358	0.0287322	0.0153617	0.0166439	0.0742811	0.0103238	0.00827645	0.0461955	0.0632241	0.000405016	0.00452805	0.0632825	0.00469422	0.0196956	0.0242662	0.0641075	0.00099212	0.0725539	0.00490297	0.0242607	0.100406	0.035236	0.0125377	0.0555715	0.00238575	0.010477	0.00985563	0.0909996	0.0114384	0.0239765	0.820689	0.179311	0.8206891	0.9104833
504	-54.96515	-97.93669	42.97153	0.000698001	0.010756	0.00581688	0.00456282	0.00850019	0.011245	0.00393946	0.00101433	0.0236973	0.00963804	0.00499505	0.00375127	0.00922829	0.0155821	0.00434355	0.00154688	0.00315723	0.00685072	0.00417113	0.000194959	0.0164239	0.00206219	0.00285265	0.0230866	0.0130983	0.00972838	0.00758009	0.0258829	0.0159992	0.0358877	0.0124678	0.00154076	0.018823	0.002965	0.00650458	1.698539	0.3014615	0.0984281	0.322806	0.702747	1.42299	3.09783	10.1597	1.676383	0.1774828	0.00212422	0.0327336	0.0177024	0.013886	0.0258685	0.0342218	0.0119889	0.0030869	0.0721176	0.0293313	0.0152014	0.0114162	0.0280843	0.0474207	0.0132186	0.00470761	0.00960834	0.0208487	0.0126939	0.000593317	0.0499825	0.00627582	0.00868144	0.0702593	0.039862	0.0296062	0.0230684	0.078769	0.0486901	0.109217	0.037943	0.00468896	0.0572838	0.00902334	0.0197953	0.7752	0.2248	0.7751999	0.3285922
540	-46.55416	-91.38581	44.83165	0.00206935	0.00954731	0.0213042	0.00431447	0.0177189	0.00190082	0.00995349	0.000208737	0.0136473	0.0275577	0.00408832	0.0163078	0.000470568	0.0421467	0.00462921	0.0166485	0.00696693	0.00113707	0.0164381	0.00401584	0.0274808	0.0132102	0.000151894	0.00678921	0.00373765	0.0199737	0.053998	2.53273e-05	0.0182252	0.0361025	0.0113633	0.00941392	0.00337395	0.0209225	0.00865247	1.833792	0.1662076	0.743882	0.86563	0.95598	1.04605	1.15523	1.3443	0.2139362	0.09063599	0.0045531	0.0210066	0.0468748	0.00949296	0.0389861	0.00418229	0.0219003	0.000459275	0.0300276	0.0606341	0.00899536	0.0358815	0.00103537	0.0927337	0.0101855	0.0366309	0.015329	0.00250185	0.0361682	0.00883588	0.0604649	0.0290659	0.000334205	0.014938	0.00822379	0.0439474	0.11881	5.57266e-05	0.0401001	0.0794349	0.0250022	0.0207131	0.00742356	0.0460348	0.0190377	0.923252	0.076748	0.923252	0.4544921
576	-54.41458	-96.67272	42.25814	0.00202913	0.0209172	0.0351529	0.00633947	0.0106559	0.00486986	0.0389946	0.0136472	0.00143072	0.0368287	0.000862684	0.00830457	0.00667166	0.0486582	0.0112061	0.067015	0.0561027	0.00750792	0.0473272	0.00973762	0.0398714	0.00247677	0.0169446	0.00254908	0.024588	0.0257939	0.0271999	0.00461398	0.0189342	0.0157069	0.0481826	0.0240151	0.0131402	0.0382511	0.0439984	0.5932461	1.406754	0.947253	0.973918	0.991789	1.00828	1.02678	1.05568	0.03918238	2.371282	0.0025997	0.0267989	0.0450375	0.00812205	0.0136522	0.00623921	0.0499594	0.0174847	0.00183302	0.0471845	0.00110526	0.0106397	0.00854766	0.0623403	0.0143571	0.0858589	0.0718781	0.00961907	0.0606351	0.0124757	0.0510828	0.00317321	0.0217092	0.00326586	0.0315018	0.0330468	0.0348482	0.00591137	0.0242583	0.0201235	0.061731	0.0307678	0.016835	0.0490068	0.0563702	0.80698	0.19302	0.8069799	0.7805252
612	-56.04133	-100.4459	44.40456	0.0118106	0.0333125	0.0161028	0.027281	0.0178485	0.00134324	0.00753403	0.00204217	0.00363725	0.00608683	0.0170308	0.0237059	0.0206332	0.0276214	0.0018657	0.0327642	0.0369431	0.00956453	0.00708313	0.0161532	0.0137652	0.0293662	0.0295515	0.0308453	0.0141897	0.0104552	0.010702	0.0214598	0.0239555	0.00387322	0.0180769	0.0414165	0.00498668	0.0662265	0.00751117	1.889839	0.1101605	0.348884	0.598362	0.851956	1.17377	1.67123	2.86628	0.7614036	0.05829094	0.0182616	0.0515078	0.0248982	0.042182	0.0275974	0.00207693	0.0116491	0.00315761	0.00562392	0.00941148	0.0263331	0.0366542	0.0319032	0.0427083	0.00288475	0.05066	0.0571215	0.0147887	0.010952	0.0249761	0.0212837	0.0454061	0.0456926	0.0476931	0.0219402	0.0161659	0.0165475	0.0331812	0.0370401	0.00598878	0.0279506	0.0640383	0.00771043	0.1024	0.0116138	0.667774	0.332226	0.6677739	0.6467454
648	-50.54979	-94.12072	43.57094	0.00787913	0.0123828	0.0168805	0.00198152	0.0112274	0.00930316	0.0136888	0.00028254	0.0149287	0.0277092	0.0194132	0.005382	0.00647742	0.00709456	0.00190738	0.00209606	0.0136584	0.00304964	0.011224	0.00644513	0.0413729	0.0219503	0.00269607	0.0205726	0.00256237	0.00308849	0.00646941	0.00171506	0.00680464	0.038314	0.0109037	0.0172908	0.0407772	0.0177344	0.0201393	1.545158	0.4548415	0.318075	0.571982	0.840055	1.1904	1.74831	3.14391	0.8282514	0.2943656	0.0176899	0.0278014	0.0378994	0.00444883	0.0252073	0.0208871	0.0307336	0.000634346	0.0335173	0.0622114	0.0435857	0.0120834	0.0145428	0.0159284	0.00428236	0.00470599	0.0306653	0.00684694	0.0251996	0.0144703	0.0928887	0.0492819	0.00605311	0.0461888	0.00575293	0.00693414	0.0145248	0.00385057	0.0152775	0.086021	0.0244806	0.0388207	0.0915512	0.0398166	0.0452159	0.646677	0.353323	0.6466774	0.4454028
684	-53.27684	-97.51864	44.24181	0.00574899	0.0293279	0.00908289	0.00697944	0.0212829	0.00243737	0.0197965	0.0222356	0.000238139	0.0114363	0.00179638	0.0103031	0.0330058	0.0191645	0.00321766	0.00497557	0.00381469	0.00576163	0.00597433	0.0106782	0.0253222	0.0162305	0.0133162	0.0257494	0.0065005	0.00534798	0.0137975	0.00790908	0.0558873	0.0326729	0.017378	0.0127188	0.00152439	3.9137e-05	0.0267258	1.592003	0.4079975	0.700546	0.840657	0.947289	1.05564	1.18955	1.42746	0.257337	0.2562794	0.0117716	0.0600517	0.0185981	0.0142911	0.0435787	0.00499075	0.0405352	0.0455295	0.000487612	0.0234169	0.00367826	0.0210965	0.0675826	0.0392412	0.00658846	0.010188	0.00781095	0.0117975	0.012233	0.0218646	0.0518497	0.0332335	0.0272662	0.0527243	0.0133104	0.0109505	0.0282517	0.0161946	0.114435	0.066901	0.0355832	0.0260429	0.00312134	8.01368e-05	0.0547236	0.613263	0.386737	0.6132634	0.4883776
720	-46.24292	-90.3921	44.14917	0.00271836	0.00760831	0.0156816	0.000628776	0.0019149	0.017142	0.0137671	0.013024	0.00634972	0.00826337	0.00814841	0.00539291	0.00225235	0.0279198	0.000667622	0.00447533	0.00481231	0.00726289	0.00336314	0.00987405	0.000853427	0.00193095	0.0243584	0.0177915	0.0210125	0.00450412	0.000471743	0.0122908	0.0227282	0.0100457	0.00243856	0.0244785	0.0180674	0.00464575	0.0100592	1.703121	0.2968789	0.488971	0.705444	0.896857	1.11501	1.41755	2.04511	0.5173214	0.1743146	0.00806771	0.0225804	0.0465408	0.00186611	0.00568316	0.050875	0.0408586	0.0386534	0.0188451	0.0245245	0.0241833	0.0160054	0.00668463	0.082862	0.00198141	0.0132821	0.0142822	0.0215552	0.00998131	0.0293048	0.00253285	0.00573077	0.0722923	0.0528027	0.062362	0.0133676	0.00140006	0.0364773	0.067454	0.029814	0.0072373	0.0726487	0.0536215	0.0137879	0.0298542	0.931524	0.0684763	0.9315237	0.3369438
756	-53.33759	-96.53518	43.19759	0.01341	0.0279552	0.0250859	0.00900969	0.0472487	0.0607431	0.0178027	0.0286384	0.00627062	0.0962256	0.00665912	0.0239111	0.00677199	0.015647	0.016235	0.0249294	0.00114673	0.0153241	0.0357164	0.0524197	0.103767	0.0385574	0.0476617	0.00852985	0.0112148	0.106369	0.0735907	0.0166663	0.0236754	0.0467913	0.000569389	0.00663007	0.0139666	0.0193169	0.0827973	1.320873	0.6791268	0.628388	0.797251	0.93175	1.07325	1.25431	1.59137	0.3359363	0.5141499	0.0118541	0.0247116	0.0221753	0.00796433	0.0417667	0.0536953	0.0157372	0.0253156	0.00554306	0.0850609	0.00588649	0.0211368	0.00598626	0.0138316	0.0143513	0.0220369	0.00101368	0.0135461	0.0315724	0.0463376	0.0917277	0.0340837	0.0421317	0.00754016	0.00991355	0.0940278	0.0650523	0.0147325	0.0209284	0.0413623	0.000503325	0.00586081	0.0123461	0.0170757	0.0731907	0.652965	0.347035	0.6529645	1.131255
792	-55.84631	-97.55035	41.70404	0.000667334	0.0139841	0.00148222	0.00432801	0.00907505	0.000983884	0.02029	0.00088358	0.00380984	0.0366001	0.00188061	0.0122357	0.00975274	0.0220247	0.00174521	0.00316558	0.000863267	0.011426	0.00667046	0.00798797	0.00627357	0.00843105	0.0103952	0.000902961	0.0218118	0.0200028	0.00075202	0.00743104	0.00345988	0.00179426	0.00317829	0.00775116	0.00319589	0.0142961	0.00241889	0.8663966	1.133603	0.177267	0.430085	0.768556	1.30114	2.32512	5.6412	1.250979	1.308412	0.00236684	0.0495975	0.005257	0.0153502	0.0321866	0.00348956	0.0719629	0.0031338	0.0135124	0.12981	0.00667	0.0433964	0.0345902	0.0781154	0.00618976	0.0112274	0.00306176	0.0405247	0.0236582	0.028331	0.0222505	0.0299025	0.0368689	0.00320254	0.0773602	0.070944	0.0026672	0.0263558	0.0122712	0.00636373	0.0112725	0.0274911	0.0113349	0.0507043	0.00857912	0.829215	0.170785	0.8292149	0.2819512
828	-46.14407	-90.02097	43.8769	0.00593232	0.0328048	0.00633053	0.00166382	0.0337447	0.00242491	0.0474736	0.00494751	0.0232296	0.0472652	0.0339138	0.002707	0.00923747	0.028548	0.0311937	0.018219	0.0028611	0.0200585	0.000280511	0.0101345	0.02983	0.0102751	0.0286267	0.00379854	0.0591258	0.0477111	0.00214254	0.0167816	0.0193553	0.0127899	0.0216723	0.0480704	0.00162399	0.0803518	0.00596295	1.399462	0.6005376	0.808141	0.901325	0.968108	1.03294	1.10948	1.23741	0.1540269	0.4291203	0.00789829	0.0436763	0.00842847	0.00221521	0.0449277	0.00322853	0.0632064	0.00658711	0.0309279	0.0629289	0.0451529	0.0036041	0.0122988	0.0380088	0.0415314	0.0242568	0.00380927	0.0267059	0.000373473	0.0134931	0.0397157	0.0136802	0.0381136	0.00505738	0.0787202	0.0635226	0.00285258	0.0223431	0.0257697	0.0170285	0.0288545	0.064001	0.00216218	0.10698	0.00793908	0.963569	0.0364313	0.9635687	0.7510887
